Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.790s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	14.4	16.4	14.2	17	14.4	16	13.8	16.2	14.4	14.6
61	0	0	1552	1347.2	1177.6	1475.2	921.6	995.2	1110.4	633.6
62	0	0	976	656	1110.4	1078.4	1065.6	1392	835.2	1225.6
63	0	0	947.2	928	1132.8	1219.2	889.6	803.2	918.4	627.2
64	0	0	992	937.6	1040	1078.4	1078.4	1100.8	947.2	710.4
65	0	0	880	860.8	1228.8	880	1078.4	832	1190.4	851.2
66	0	0	640	1174.4	752	1228.8	838.4	1132.8	1075.2	809.6
67	0	0	1136	1299.2	604.8	1027.2	832	1363.2	672	934.4
68	0	0	915.2	915.2	908.8	931.2	838.4	1011.2	1107.2	1097.6
69	0	0	684.8	982.4	777.6	1094.4	720	915.2	931.2	707.2
70	0	0	953.6	1264	1289.6	723.2	723.2	726.4	1072	886.4
71	0	0	691.2	819.2	902.4	1248	652.8	1036.8	1091.2	902.4
72	0	0	601.6	870.4	1161.6	1052.8	803.2	1017.6	928	636.8
73	0	0	704	921.6	1152	883.2	1014.4	694.4	1228.8	1027.2
74	0	0	752	1168	867.2	899.2	822.4	800	1177.6	995.2
75	0	0	752	1020.8	960	937.6	1209.6	681.6	979.2	908.8
76	0	0	870.4	675.2	864	787.2	736	1440	1244.8	880
77	0	0	1168	1075.2	764.8	755.2	928	1097.6	713.6	982.4
78	0	0	876.8	940.8	1078.4	1168	707.2	844.8	934.4	940.8
79	0	0	540.8	940.8	806.4	1190.4	902.4	940.8	1164.8	892.8
80	0	0	784	947.2	915.2	950.4	988.8	1027.2	771.2	835.2
81	0	0	944	694.4	908.8	1014.4	774.4	1088	1097.6	752
82	0	0	748.8	1084.8	704	1075.2	1177.6	921.6	1008	883.2
83	0	0	1136	896	774.4	969.6	960	851.2	982.4	1062.4
84	0	0	931.2	889.6	883.2	739.2	1190.4	1020.8	748.8	1104
85	0	0	1094.4	697.6	793.6	1164.8	726.4	1046.4	1142.4	982.4
86	0	0	630.4	835.2	1004.8	1088	780.8	908.8	1014.4	547.2
87	0	0	528	915.2	739.2	912	1388.8	1033.6	1212.8	867.2
88	0	0	771.2	854.4	1184	1158.4	835.2	809.6	649.6	870.4
89	0	0	656	988.8	1049.6	1104	867.2	659.2	1222.4	656
90	0	0	806.4	1020.8	1084.8	1040	822.4	848	880	739.2
avg	0	0	855.467	954.027	954.027	1029.12	909.12	968	1001.71	864.96
delay	0.25	0.256098	512.878	499	494.256	499.517	496.784	508.157	510.225	539.963
loss	0	0	0.285714	0.494624	0.152691	0.153471	0.159367	0.245109	0.273959	0.439499
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=30e6', '--ratio=0.375', '--RngRun=31', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
