Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.804s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	15	12.8	14.2	14.6	16.6	16	11.8	10.8	15.4	13.8
61	0	0	870.4	838.4	812.8	1024	880	963.2	1123.2	860.8
62	0	0	828.8	841.6	1036.8	1004.8	883.2	569.6	956.8	1107.2
63	0	0	1075.2	1216	809.6	835.2	624	652.8	1084.8	931.2
64	0	0	950.4	972.8	886.4	928	966.4	1046.4	924.8	758.4
65	0	0	908.8	1328	1072	828.8	857.6	969.6	832	582.4
66	0	0	1206.4	675.2	1094.4	1324.8	656	1216	1056	857.6
67	0	0	716.8	944	835.2	1011.2	924.8	739.2	1020.8	1078.4
68	0	0	905.6	905.6	812.8	931.2	976	1164.8	969.6	1302.4
69	0	0	1164.8	1187.2	972.8	1078.4	870.4	886.4	1164.8	812.8
70	0	0	924.8	825.6	1168	832	998.4	838.4	720	1040
71	0	0	1142.4	592	950.4	1027.2	960	1123.2	825.6	915.2
72	0	0	822.4	563.2	784	928	918.4	940.8	969.6	1014.4
73	0	0	1004.8	944	739.2	1116.8	950.4	1088	832	1030.4
74	0	0	1036.8	998.4	896	1014.4	723.2	758.4	969.6	800
75	0	0	1251.2	601.6	1008	720	880	1216	854.4	921.6
76	0	0	819.2	902.4	995.2	1072	825.6	800	1110.4	1004.8
77	0	0	1075.2	1001.6	720	892.8	1020.8	1027.2	1235.2	1004.8
78	0	0	972.8	809.6	1113.6	1097.6	937.6	1027.2	988.8	928
79	0	0	1136	800	579.2	1024	771.2	972.8	979.2	755.2
80	0	0	924.8	828.8	707.2	704	1056	864	723.2	1008
81	0	0	1427.2	1107.2	1116.8	995.2	867.2	883.2	937.6	662.4
82	0	0	790.4	892.8	1184	1100.8	768	1334.4	924.8	857.6
83	0	0	883.2	1206.4	1104	1148.8	662.4	1267.2	1136	1113.6
84	0	0	937.6	918.4	1036.8	864	633.6	787.2	1180.8	617.6
85	0	0	1120	1088	966.4	1193.6	780.8	1164.8	851.2	937.6
86	0	0	912	761.6	947.2	966.4	739.2	1011.2	857.6	998.4
87	0	0	649.6	1273.6	1001.6	944	1120	1206.4	784	956.8
88	0	0	908.8	697.6	1107.2	777.6	921.6	995.2	1059.2	771.2
89	0	0	905.6	857.6	931.2	896	963.2	726.4	870.4	832
90	0	0	742.4	1084.8	944	1155.2	1027.2	1040	1036.8	899.2
avg	0	0	967.147	922.133	944.427	981.227	872.107	976	965.973	912
delay	0.253333	0.25	5.66486	5.65545	5.90262	7.27523	5.71633	6.05447	7.4797	5.24941
loss	0	0	0	0	0	0	0	0	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=15e6', '--ratio=0.375', '--RngRun=14', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
