Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.745s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	16.4	14	16.8	16.2	15	15.4	13.6	12.2	18.4	14
61	0	0	1075.2	732.8	998.4	969.6	1036.8	1136	1174.4	918.4
62	0	0	1449.6	1225.6	1004.8	934.4	928	1276.8	1241.6	1459.2
63	0	0	953.6	1369.6	665.6	1404.8	1164.8	1494.4	1132.8	1196.8
64	0	0	1081.6	1097.6	1001.6	963.2	1043.2	1449.6	1334.4	1340.8
65	0	0	1206.4	1417.6	1110.4	1145.6	1312	1267.2	988.8	1008
66	0	0	1280	876.8	1270.4	972.8	1331.2	1206.4	1350.4	1196.8
67	0	0	1385.6	912	787.2	1148.8	700.8	1177.6	1446.4	1737.6
68	0	0	1257.6	1164.8	1203.2	988.8	899.2	1539.2	1052.8	1324.8
69	0	0	1331.2	1228.8	1232	1062.4	1110.4	998.4	1190.4	1001.6
70	0	0	1187.2	1228.8	1129.6	1347.2	1184	1113.6	1193.6	681.6
71	0	0	1360	1216	1075.2	982.4	1001.6	1235.2	1168	1062.4
72	0	0	1251.2	1228.8	851.2	992	1155.2	1529.6	812.8	1302.4
73	0	0	1468.8	1091.2	1132.8	953.6	1107.2	1184	1276.8	1084.8
74	0	0	902.4	1052.8	1136	1024	1424	1379.2	678.4	1376
75	0	0	1395.2	1036.8	1228.8	918.4	688	1388.8	1100.8	1404.8
76	0	0	1008	921.6	1200	1264	995.2	1372.8	819.2	1392
77	0	0	1168	908.8	1257.6	960	1436.8	889.6	1276.8	1020.8
78	0	0	1164.8	880	1216	1120	1244.8	1136	1091.2	976
79	0	0	1145.6	937.6	1286.4	1228.8	1017.6	1036.8	892.8	1516.8
80	0	0	972.8	918.4	1248	1190.4	848	1155.2	1139.2	1609.6
81	0	0	1011.2	1075.2	1088	1152	1593.6	1065.6	956.8	1126.4
82	0	0	1203.2	851.2	825.6	1168	982.4	1392	1164.8	1292.8
83	0	0	902.4	1123.2	1232	1078.4	1433.6	937.6	1331.2	995.2
84	0	0	1328	1014.4	1081.6	1184	1046.4	1331.2	1011.2	1174.4
85	0	0	1260.8	1065.6	1372.8	1257.6	1312	1059.2	758.4	1136
86	0	0	1072	1040	796.8	1273.6	1132.8	1507.2	1225.6	1132.8
87	0	0	1132.8	1372.8	992	1193.6	1209.6	880	1273.6	1168
88	0	0	880	1145.6	1139.2	1276.8	748.8	1180.8	1286.4	1446.4
89	0	0	1340.8	828.8	1536	896	1283.2	1129.6	979.2	1129.6
90	0	0	1145.6	1139.2	1321.6	998.4	1270.4	1024	1228.8	1091.2
avg	0	0	1177.39	1070.08	1114.03	1101.65	1121.39	1215.79	1119.25	1210.13
delay	0.256098	0.257143	410.465	400.863	421.632	419.031	414.697	403.405	399.088	408.232
loss	0	0	0.0594901	0.0317221	0.01875	0.0208	0.0610932	0.0510638	0.0864382	0.0502793
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=20e6', '--ratio=0.375', '--RngRun=16', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
