Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.671s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	14.4	16.4	14.2	17	14.4	16	13.8	16.2	14.4	14.6
61	0	0	1379.2	1091.2	1126.4	1340.8	905.6	1209.6	921.6	806.4
62	0	0	1094.4	931.2	1465.6	1276.8	1369.6	1072	1097.6	1129.6
63	0	0	1196.8	1302.4	1225.6	1414.4	1168	1011.2	1158.4	918.4
64	0	0	1497.6	892.8	1305.6	1180.8	1225.6	992	1222.4	1091.2
65	0	0	1100.8	1318.4	1264	1068.8	985.6	921.6	1472	1280
66	0	0	947.2	1315.2	934.4	1104	1084.8	1398.4	1513.6	1043.2
67	0	0	1228.8	1302.4	1040	1177.6	934.4	1238.4	1078.4	1420.8
68	0	0	1049.6	1337.6	1174.4	1097.6	1132.8	1350.4	1398.4	963.2
69	0	0	1209.6	950.4	1331.2	1116.8	1155.2	1203.2	1168	1267.2
70	0	0	1187.2	1510.4	1382.4	1132.8	1040	1017.6	1129.6	1017.6
71	0	0	1216	988.8	1353.6	1312	1068.8	1225.6	1308.8	1075.2
72	0	0	1267.2	1142.4	1379.2	998.4	1168	1276.8	1014.4	982.4
73	0	0	998.4	1187.2	1372.8	1180.8	1228.8	883.2	1408	979.2
74	0	0	1203.2	1324.8	1088	1110.4	1091.2	825.6	1414.4	1235.2
75	0	0	1280	966.4	873.6	1171.2	1097.6	1059.2	1206.4	1072
76	0	0	1068.8	928	1184	873.6	1123.2	1593.6	1401.6	1161.6
77	0	0	1251.2	1481.6	752	969.6	1283.2	1302.4	1161.6	1235.2
78	0	0	1078.4	934.4	1168	1539.2	966.4	1046.4	1030.4	1385.6
79	0	0	899.2	953.6	1004.8	1312	1084.8	1043.2	1523.2	1296
80	0	0	1078.4	1136	1219.2	1356.8	1219.2	1324.8	1104	912
81	0	0	1196.8	572.8	1059.2	1200	902.4	1398.4	1427.2	1414.4
82	0	0	1161.6	963.2	736	1436.8	1337.6	1126.4	1417.6	1081.6
83	0	0	1472	1142.4	918.4	1254.4	1116.8	790.4	1222.4	1388.8
84	0	0	1241.6	1065.6	998.4	1113.6	1030.4	1142.4	889.6	1596.8
85	0	0	1369.6	790.4	1094.4	1292.8	1030.4	1238.4	1142.4	1440
86	0	0	1075.2	1049.6	1113.6	1337.6	972.8	1072	1337.6	1011.2
87	0	0	851.2	1280	1148.8	1209.6	1372.8	1129.6	1244.8	944
88	0	0	905.6	905.6	1459.2	1369.6	905.6	1308.8	956.8	1158.4
89	0	0	1004.8	1049.6	1398.4	1408	1110.4	848	1161.6	1011.2
90	0	0	1228.8	1228.8	1062.4	1014.4	1161.6	924.8	1068.8	1241.6
avg	0	0	1157.97	1101.44	1154.45	1212.37	1109.12	1132.48	1220.05	1152
delay	0.25	0.256098	372.477	366.754	384.946	394.882	380.834	365.802	388.204	387.721
loss	0	0	0.0121317	0.038835	0.00884956	0.0120275	0.00343643	0.00316456	0.00810811	0.00959693
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=20e6', '--ratio=0.375', '--RngRun=31', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
