Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.751s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	15.4	13.8	10.2	14	17.6	14.4	13.6	9.2	17.6	13.4
61	0	0	281.6	313.6	262.4	240	307.2	352	256	345.6
62	0	0	230.4	342.4	336	457.6	275.2	217.6	294.4	275.2
63	0	0	256	272	313.6	313.6	294.4	355.2	393.6	320
64	0	0	326.4	320	361.6	352	345.6	320	227.2	371.2
65	0	0	320	323.2	246.4	380.8	448	361.6	300.8	313.6
66	0	0	288	291.2	374.4	240	259.2	310.4	432	224
67	0	0	256	355.2	432	336	368	284.8	262.4	310.4
68	0	0	304	281.6	243.2	358.4	329.6	393.6	368	326.4
69	0	0	352	272	297.6	291.2	240	240	332.8	288
70	0	0	320	361.6	326.4	281.6	320	246.4	313.6	400
71	0	0	342.4	342.4	368	406.4	368	278.4	201.6	246.4
72	0	0	358.4	265.6	329.6	291.2	230.4	371.2	304	352
73	0	0	342.4	284.8	345.6	358.4	377.6	342.4	281.6	297.6
74	0	0	313.6	374.4	307.2	352	416	368	384	444.8
75	0	0	422.4	316.8	400	294.4	320	348.8	368	400
76	0	0	416	307.2	313.6	275.2	294.4	265.6	390.4	310.4
77	0	0	297.6	313.6	297.6	377.6	374.4	342.4	320	409.6
78	0	0	320	272	284.8	304	377.6	352	220.8	371.2
79	0	0	384	336	339.2	329.6	419.2	278.4	259.2	294.4
80	0	0	320	323.2	352	304	384	243.2	339.2	233.6
81	0	0	294.4	294.4	313.6	211.2	355.2	246.4	358.4	240
82	0	0	256	265.6	313.6	256	246.4	198.4	320	230.4
83	0	0	307.2	409.6	249.6	396.8	320	320	230.4	310.4
84	0	0	230.4	240	368	348.8	294.4	227.2	265.6	230.4
85	0	0	262.4	422.4	163.2	313.6	288	316.8	326.4	313.6
86	0	0	348.8	297.6	345.6	259.2	400	288	320	291.2
87	0	0	236.8	281.6	352	256	425.6	352	368	288
88	0	0	377.6	342.4	208	336	262.4	361.6	384	313.6
89	0	0	281.6	358.4	304	358.4	345.6	409.6	403.2	393.6
90	0	0	278.4	300.8	313.6	291.2	230.4	345.6	256	252.8
avg	0	0	310.827	316.053	315.413	319.04	330.56	311.253	316.053	313.28
delay	0.25974	0.26087	1.61783	1.87117	3.45763	2	1.37324	3.47458	1.79191	1.49315
loss	0	0	0	0	0	0	0	0	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=5e6', '--ratio=0.375', '--RngRun=11', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
