Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.894s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	14.2	14.6	17	15	18.4	12.8	15.8	15.8	14.8	16.8
61	0	0	924.8	1190.4	1088	1129.6	1075.2	1363.2	1164.8	851.2
62	0	0	659.2	1030.4	787.2	1020.8	838.4	988.8	972.8	899.2
63	0	0	764.8	848	1062.4	918.4	726.4	1075.2	1081.6	688
64	0	0	617.6	924.8	857.6	1078.4	1065.6	1145.6	1004.8	937.6
65	0	0	790.4	1030.4	800	857.6	1062.4	937.6	851.2	646.4
66	0	0	816	713.6	902.4	972.8	742.4	873.6	825.6	854.4
67	0	0	384	841.6	857.6	835.2	1187.2	985.6	1244.8	601.6
68	0	0	665.6	1043.2	934.4	912	867.2	828.8	1177.6	883.2
69	0	0	771.2	787.2	739.2	1068.8	896	1123.2	1020.8	976
70	0	0	624	934.4	934.4	793.6	1084.8	921.6	1001.6	761.6
71	0	0	624	803.2	851.2	1104	899.2	995.2	745.6	694.4
72	0	0	601.6	1024	985.6	905.6	1171.2	828.8	1040	739.2
73	0	0	582.4	944	886.4	780.8	880	1065.6	867.2	780.8
74	0	0	630.4	1065.6	787.2	963.2	950.4	928	787.2	598.4
75	0	0	598.4	771.2	1004.8	796.8	918.4	1129.6	1027.2	608
76	0	0	819.2	918.4	752	812.8	892.8	912	835.2	569.6
77	0	0	630.4	995.2	947.2	1062.4	928	816	803.2	681.6
78	0	0	736	633.6	1129.6	720	972.8	1280	966.4	800
79	0	0	531.2	640	979.2	950.4	771.2	1020.8	950.4	784
80	0	0	579.2	1008	844.8	883.2	1008	1004.8	806.4	579.2
81	0	0	758.4	1001.6	905.6	937.6	992	1046.4	912	800
82	0	0	710.4	848	876.8	809.6	899.2	982.4	1020.8	764.8
83	0	0	595.2	918.4	1036.8	921.6	771.2	966.4	960	496
84	0	0	729.6	1104	924.8	825.6	860.8	857.6	758.4	646.4
85	0	0	611.2	934.4	1020.8	1056	1068.8	1049.6	774.4	624
86	0	0	601.6	566.4	902.4	924.8	761.6	841.6	976	518.4
87	0	0	611.2	800	1088	928	851.2	710.4	905.6	809.6
88	0	0	678.4	796.8	1008	1024	912	985.6	864	508.8
89	0	0	595.2	1011.2	1068.8	697.6	832	950.4	928	518.4
90	0	0	630.4	886.4	899.2	953.6	921.6	1004.8	1027.2	633.6
avg	0	0	662.4	900.48	928.747	921.493	926.933	987.307	943.36	708.48
delay	0.253521	0.260274	553.232	502.519	544.935	506.477	545.198	542.897	508.093	550.504
loss	0	0	0.425926	0.155012	0.685338	0.129689	0.424771	0.646259	0.137137	0.674938
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=35e6', '--ratio=0.375', '--RngRun=26', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
