Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (1.019s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	14.2	17.4	14.4	11.4	18.8	13.6	12.6	12.6	14.4	14.8
61	0	0	1104	1376	1020.8	1212.8	732.8	1129.6	1328	1136
62	0	0	576	1033.6	1520	1571.2	1158.4	1241.6	1376	1043.2
63	0	0	1548.8	1324.8	924.8	1142.4	608	1091.2	1136	902.4
64	0	0	748.8	979.2	960	1168	985.6	1158.4	1385.6	681.6
65	0	0	729.6	979.2	1088	1024	998.4	1187.2	780.8	1014.4
66	0	0	803.2	883.2	972.8	982.4	960	889.6	1251.2	828.8
67	0	0	908.8	1068.8	1075.2	873.6	1388.8	963.2	752	956.8
68	0	0	736	1280	1420.8	912	979.2	1132.8	1011.2	1148.8
69	0	0	1366.4	1062.4	880	1161.6	966.4	870.4	844.8	851.2
70	0	0	1075.2	1072	912	1056	876.8	1152	976	1094.4
71	0	0	1116.8	995.2	1174.4	1171.2	768	748.8	1104	1273.6
72	0	0	643.2	1104	1203.2	1404.8	806.4	1283.2	924.8	937.6
73	0	0	1081.6	1081.6	876.8	1372.8	1209.6	912	1075.2	1110.4
74	0	0	1081.6	1251.2	672	854.4	1091.2	883.2	870.4	1132.8
75	0	0	988.8	1100.8	988.8	1056	1353.6	934.4	1190.4	934.4
76	0	0	905.6	1273.6	1107.2	1280	1027.2	860.8	1104	953.6
77	0	0	1379.2	585.6	1225.6	1168	1033.6	800	1078.4	944
78	0	0	819.2	825.6	1094.4	1232	886.4	1014.4	1084.8	883.2
79	0	0	1014.4	729.6	1248	1008	905.6	1033.6	816	1276.8
80	0	0	1017.6	1494.4	1107.2	1379.2	665.6	764.8	966.4	1171.2
81	0	0	582.4	1196.8	1097.6	851.2	1065.6	1244.8	908.8	1411.2
82	0	0	966.4	1078.4	1392	1142.4	707.2	835.2	1084.8	1123.2
83	0	0	857.6	979.2	1139.2	1097.6	915.2	1008	1116.8	1222.4
84	0	0	1030.4	665.6	1206.4	1164.8	876.8	896	1411.2	1052.8
85	0	0	924.8	1161.6	1248	1139.2	950.4	665.6	812.8	1084.8
86	0	0	1011.2	924.8	1139.2	729.6	1024	937.6	940.8	1526.4
87	0	0	912	1136	873.6	1190.4	1385.6	748.8	972.8	953.6
88	0	0	812.8	892.8	1040	1120	1110.4	1184	1075.2	1232
89	0	0	1228.8	1347.2	835.2	1107.2	956.8	985.6	1190.4	825.6
90	0	0	1203.2	812.8	640	896	1004.8	1376	1132.8	1155.2
avg	0	0	972.48	1056.53	1069.44	1115.63	979.947	997.76	1056.75	1062.08
delay	0.267606	0.264368	478.74	476.85	487.761	476.917	482.604	476.337	465.703	489.355
loss	0	0	0.35989	0.103067	0.11772	0.119821	0.121777	0.0980926	0.312849	0.135095
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=25e6', '--ratio=0.375', '--RngRun=8', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
