Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.857s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18	cl-19	cl-20
60	17.2	12.4	15.8	14.6	14.4	13.2	13	16.2	13.2	14.2	17.4	14.4	15.8	13.4	17	14	13	12.4	15.8	18.2
61	88	80	88	88	96	72	56	72	96	80	72	80	80	64	64	72	88	56	56	64
62	96	96	96	96	96	104	96	96	80	88	88	88	96	88	88	88	96	88	80	80
63	96	104	96	96	88	64	40	48	80	72	72	72	80	64	64	64	88	56	32	40
64	96	88	88	96	96	80	72	80	104	80	72	88	96	96	88	96	104	80	64	80
65	96	96	96	96	88	64	56	56	80	72	72	88	80	88	72	72	88	88	72	64
66	96	96	96	96	96	96	88	88	96	104	96	96	104	96	96	104	104	104	96	96
67	104	104	104	104	104	88	88	88	96	88	88	88	88	80	80	80	88	80	72	72
68	88	96	96	88	80	56	32	64	88	48	48	48	96	64	40	48	88	56	40	56
69	104	104	104	96	104	40	72	80	96	80	72	88	72	56	56	80	80	72	64	72
70	96	96	96	96	96	64	48	40	72	72	48	56	96	72	56	64	96	48	24	32
71	104	104	104	104	104	0	80	72	80	80	72	80	96	80	72	72	72	88	72	72
72	96	96	96	96	88	184	56	56	72	72	64	64	96	72	48	64	96	72	40	64
73	104	104	96	104	72	48	32	32	24	96	96	96	88	80	64	72	88	72	56	56
74	88	96	80	80	96	80	72	72	160	80	64	64	96	80	80	96	88	64	64	72
75	104	104	104	96	104	16	80	80	88	80	72	72	88	80	64	72	88	72	72	80
76	88	96	88	96	88	0	72	80	96	88	72	80	88	72	64	64	80	80	80	88
77	104	104	96	104	104	232	64	72	96	80	64	64	72	72	56	72	88	72	48	48
78	96	80	88	96	88	32	24	32	48	56	24	32	72	64	32	40	80	56	24	32
79	96	104	104	88	104	72	48	48	80	72	56	56	80	80	56	56	96	72	56	64
80	96	88	88	96	96	64	40	64	88	80	80	72	104	80	80	104	96	40	24	48
81	96	96	88	88	96	40	64	64	88	64	56	72	80	64	32	56	96	80	56	64
82	88	88	88	88	88	0	80	72	96	80	80	80	104	80	80	80	88	72	72	72
83	104	104	96	104	104	144	56	64	80	64	48	64	72	80	64	64	96	88	64	72
84	88	88	88	88	88	0	72	88	72	80	80	80	80	80	72	72	104	80	80	80
85	104	96	104	104	80	176	40	64	72	72	56	64	80	72	72	72	80	64	56	64
86	96	96	96	96	96	32	96	96	104	104	104	104	0	104	104	104	88	88	88	88
87	96	96	96	96	96	104	40	48	72	72	88	88	0	72	64	64	104	88	72	72
88	96	88	88	96	88	8	80	64	72	80	56	72	296	56	56	88	80	56	32	48
89	104	96	104	88	104	0	40	56	104	88	80	88	88	80	56	64	88	80	64	72
90	96	96	88	80	72	168	40	32	80	72	56	56	96	80	56	64	104	64	48	56
91	104	104	96	104	80	8	48	48	88	64	56	56	96	72	56	56	72	56	48	48
92	96	96	96	88	88	112	56	64	88	88	72	72	8	88	80	88	88	48	40	48
93	104	104	96	104	104	72	56	72	80	56	56	72	160	56	56	64	104	64	48	80
94	96	96	96	96	96	24	64	80	88	88	80	88	48	72	64	80	88	72	64	80
95	96	96	96	80	88	88	32	56	72	80	64	72	104	72	64	72	32	56	48	48
96	96	96	96	96	88	8	80	64	88	80	64	64	96	104	80	80	112	88	64	72
97	96	96	104	96	104	136	56	64	96	88	80	88	88	80	64	64	96	72	56	64
98	96	88	96	96	88	96	80	96	88	80	80	88	48	88	88	88	56	88	88	80
99	104	104	96	104	104	88	72	80	104	88	96	96	128	72	88	80	0	80	72	80
100	88	88	80	88	80	48	48	48	88	64	48	80	80	48	40	48	0	40	32	64
101	104	104	96	104	104	0	96	96	96	80	80	88	96	96	96	96	0	96	88	88
102	96	96	88	96	88	176	56	48	88	56	40	56	96	80	64	80	368	56	48	72
103	104	96	104	96	80	48	48	48	72	64	56	56	80	72	56	64	0	72	48	48
104	96	96	96	96	80	64	56	48	80	72	64	88	96	80	72	88	232	72	56	72
105	104	104	96	96	96	64	48	56	96	96	72	72	88	64	56	64	72	80	64	64
106	96	96	96	96	80	16	88	80	88	80	72	88	104	80	72	80	88	72	64	80
107	96	96	104	96	104	0	80	72	96	64	64	64	96	72	64	64	88	72	64	80
108	96	96	96	88	88	0	48	48	88	64	56	72	80	48	56	64	48	48	40	72
109	104	96	104	96	104	312	64	72	96	80	64	72	96	80	56	56	88	80	48	48
110	96	96	96	96	88	80	64	64	96	96	80	80	104	88	72	72	96	80	72	88
111	104	104	96	104	88	48	40	40	64	72	72	72	96	72	56	64	88	72	48	48
112	96	96	96	96	88	64	56	48	64	64	48	56	80	72	48	48	96	56	40	48
113	104	104	96	96	104	80	56	64	96	88	80	88	24	72	72	88	72	56	48	64
114	96	96	96	96	88	80	72	64	80	64	56	72	160	72	64	72	96	72	48	56
115	104	104	104	104	104	64	72	80	96	72	72	72	64	56	48	48	80	72	64	72
116	96	88	96	96	88	16	48	48	88	64	56	64	88	56	40	48	88	72	40	48
117	104	104	104	104	80	0	56	48	88	64	64	72	72	56	48	64	88	56	40	56
118	88	96	88	88	88	168	48	64	88	80	56	64	88	48	40	40	48	48	40	40
119	104	96	104	104	96	88	56	72	64	56	48	56	88	56	64	64	72	48	48	56
120	96	88	96	96	88	72	40	40	80	72	64	64	40	72	40	48	56	56	32	32
avg	97.7333	96.6667	95.7333	95.6	92.4	70.8	60.1333	64	85.7333	76.1333	67.6	73.8667	87.6	74	64	70.6667	87.2	69.6	56.1333	64.4
delay	8.03411	12.76	12.7758	12.7197	24.4012	463.819	46.8736	47.2771	61.1011	51.8056	50.3669	49.8231	176.723	69.6414	66.5042	66.1075	238.148	79.0613	78.2803	77.6729
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=120', '--dataMode=HeMcs0', '--datarate=1e5', '--clNum=20', '--ratio=0.375', '--RngRun=55'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
