Waf: Entering directory `/home/synrg/Documents/Jiaming/ns-3.30-obss/build'
Waf: Leaving directory `/home/synrg/Documents/Jiaming/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.685s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3
60	17.4	13.6	13.4	15.4
61	4992	4984	4984	4984
62	4992	5000	5000	5000
63	5000	5000	5000	5000
64	5008	5008	5008	5008
65	5000	5000	5000	5000
66	4992	4992	4992	4992
67	5008	5000	5000	5000
68	4992	5000	5000	5000
69	5008	5008	5008	5008
70	4992	4992	4992	4992
71	5008	5008	5008	5008
72	4992	4992	4992	4992
73	5008	5008	5008	5008
74	5000	4992	4992	4992
75	5000	5008	5008	5008
76	5000	4992	4992	4992
77	5000	5000	5000	5000
78	5000	5008	5008	5008
79	5000	5000	5000	5000
80	5000	5000	5000	5000
81	5000	5000	5000	5000
82	5000	5000	5000	5000
83	5000	5000	5000	5000
84	5000	5000	5000	5000
85	4992	4992	4992	4992
86	5000	5000	5000	5000
87	5000	5000	5000	5000
88	5008	5008	5008	5008
89	4992	4992	4992	4992
90	5000	5000	5000	5000
91	5008	5000	5000	5000
92	4992	5000	5000	5000
93	5008	5008	5008	5008
94	4992	4992	4992	4992
95	5000	5000	5000	5000
96	5008	5008	5008	5008
97	5000	4992	4992	4992
98	5000	5000	5000	5000
99	5000	5008	5008	5008
100	5000	5000	5000	5000
101	4992	4992	4992	4992
102	5008	5008	5008	5008
103	5000	5000	5000	5000
104	5000	5000	5000	5000
105	5000	4992	4992	4992
106	5000	5008	5008	5008
107	4992	4992	4992	4992
108	5000	5000	5000	5000
109	5008	5000	5000	5000
110	4992	5000	5000	5000
111	5008	5000	5000	5000
112	5000	5000	5000	5000
113	5000	5000	5000	5000
114	5000	5000	5000	5000
115	5000	5008	5008	5008
116	5000	5000	5000	5000
117	5000	4992	4992	4992
118	4992	5000	5000	5000
119	5008	5008	5008	5008
120	4992	4992	4992	4992
avg	4999.73	4999.73	4999.73	4999.73
delay	1.37913	1.68647	1.68647	1.68647
loss	0	0	0	0
Command ['/home/synrg/Documents/Jiaming/ns-3.30-obss/build/scratch/simple-ofdma', '--ofdmaEnabled=true', '--clNum=4', '--startTime=60', '--totalTime=120', '--dataMode=HeMcs7', '--datarate=5e6', '--RngRun=68'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
