Dst	Src	HeMcs	Txlevel	Num	isObss
9 	  8	  4	  10	  7456	  0
8 	  9	  4	  10	  11545	  0
6 	  5	  4	  10	  6855	  0
5 	  6	  4	  10	  9683	  0
8 	  7	  4	  10	  9909	  0
7 	  8	  4	  10	  9816	  0
3 	  2	  4	  10	  7291	  0
2 	  3	  4	  10	  11110	  0
5 	  4	  4	  10	  8023	  0
4 	  5	  4	  10	  8217	  0
2 	  1	  4	  10	  9889	  0
1 	  2	  4	  10	  9379	  0
3 	  2	  4	  4	  42	  1
2 	  3	  0	  9	  292	  1
7 	  8	  0	  4	  107	  1
9 	  8	  4	  4	  12	  1
8 	  9	  0	  9	  277	  1
1 	  2	  0	  4	  96	  1

 TotalTx Number= 110000

 TotalReset Number= 6862
