Dst	Src	HeMcs	Txlevel	Num	isObss
9 	  8	  4	  10	  6945	  0
8 	  9	  4	  10	  10155	  0
6 	  5	  4	  10	  7385	  0
5 	  6	  4	  10	  10324	  0
8 	  7	  4	  10	  9206	  0
7 	  8	  4	  10	  8495	  0
3 	  2	  4	  10	  5847	  0
2 	  3	  4	  10	  8816	  0
2 	  1	  4	  10	  8057	  0
5 	  4	  4	  10	  8670	  0
1 	  2	  4	  10	  7634	  0
4 	  5	  4	  10	  8606	  0
8 	  9	  0	  9	  344	  1
7 	  8	  0	  4	  111	  1
2 	  3	  0	  9	  264	  1
1 	  2	  0	  4	  68	  1
9 	  8	  4	  4	  35	  1
3 	  2	  4	  4	  37	  1

 TotalTx Number= 101000

 TotalReset Number= 5748
