Dst	Src	HeMcs	Txlevel	Num	isObss
3 	  2	  4	  10	  7205	  0
2 	  3	  4	  10	  10903	  0
6 	  5	  4	  10	  6614	  0
5 	  6	  4	  10	  8859	  0
9 	  8	  4	  10	  7690	  0
8 	  9	  4	  10	  11271	  0
2 	  1	  4	  10	  9383	  0
1 	  2	  4	  10	  9188	  0
5 	  4	  4	  10	  7777	  0
4 	  5	  4	  10	  7248	  0
8 	  7	  4	  10	  9969	  0
7 	  8	  4	  10	  10029	  0
2 	  3	  0	  9	  307	  1
1 	  2	  0	  4	  100	  1
7 	  8	  0	  4	  107	  1
8 	  9	  0	  9	  251	  1
3 	  2	  4	  4	  73	  1
9 	  8	  4	  4	  25	  1

 TotalTx Number= 107000

 TotalReset Number= 6909
