Dst	Src	HeMcs	Txlevel	Num	isObss
9 	  8	  4	  10	  7152	  0
8 	  9	  4	  10	  11002	  0
8 	  7	  4	  10	  10052	  0
7 	  8	  4	  10	  9467	  0
6 	  5	  4	  10	  6724	  0
5 	  6	  4	  10	  9015	  0
5 	  4	  4	  10	  7624	  0
4 	  5	  4	  10	  7376	  0
3 	  2	  4	  10	  7741	  0
2 	  3	  4	  10	  11722	  0
2 	  1	  4	  10	  10456	  0
1 	  2	  4	  10	  9770	  0
2 	  3	  0	  9	  319	  1
1 	  2	  0	  4	  79	  1
7 	  8	  0	  4	  140	  1
8 	  9	  0	  9	  254	  1
3 	  2	  4	  4	  62	  1
9 	  8	  4	  4	  44	  1

 TotalTx Number= 109000

 TotalReset Number= 6720
