Dst	Src	HeMcs	Txlevel	Num	isObss
9 	  8	  4	  10	  7718	  0
6 	  5	  4	  10	  6174	  0
5 	  6	  4	  10	  8669	  0
8 	  9	  4	  10	  11421	  0
8 	  7	  4	  10	  10239	  0
7 	  8	  4	  10	  9645	  0
3 	  2	  4	  10	  6747	  0
2 	  3	  4	  10	  10559	  0
2 	  1	  4	  10	  9339	  0
1 	  2	  4	  10	  9158	  0
5 	  4	  4	  10	  7245	  0
4 	  5	  4	  10	  7207	  0
8 	  9	  0	  9	  314	  1
1 	  2	  0	  4	  179	  1
2 	  3	  0	  9	  235	  1
7 	  8	  0	  4	  84	  1
9 	  8	  4	  4	  30	  1
3 	  2	  4	  4	  36	  1

 TotalTx Number= 105000

 TotalReset Number= 6641
