Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.852s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4
60	11.2	14	13.6	15.6
61	3475.2	2553.6	4329.6	3948.8
62	3532.8	3750.4	3526.4	4268.8
63	3388.8	4070.4	3555.2	4150.4
64	4048	3292.8	3529.6	4246.4
65	3830.4	4009.6	4028.8	3232
66	3484.8	4262.4	3462.4	3776
67	3731.2	3446.4	4572.8	3292.8
68	3846.4	4022.4	3952	3379.2
69	3824	4761.6	3721.6	2598.4
70	4953.6	3382.4	3244.8	3510.4
71	3699.2	3254.4	3996.8	4067.2
72	4483.2	3536	2736	4182.4
73	4886.4	2560	3350.4	3900.8
74	3075.2	4313.6	3145.6	4588.8
75	3574.4	5356.8	3126.4	2694.4
76	4793.6	3107.2	3193.6	4009.6
77	3718.4	3356.8	3472	3484.8
78	3804.8	3334.4	2851.2	3308.8
79	3993.6	3577.6	3084.8	4278.4
80	4073.6	3212.8	3571.2	3824
81	4313.6	4355.2	3401.6	2979.2
82	4675.2	3488	3161.6	3408
83	3532.8	3164.8	4672	3596.8
84	4691.2	4048	3251.2	3033.6
85	4672	2832	3606.4	3756.8
86	2912	3868.8	4880	3440
87	4364.8	4064	3046.4	3433.6
88	3552	4745.6	2195.2	4630.4
89	2905.6	3753.6	4924.8	3379.2
90	3280	3398.4	4172.8	3657.6
avg	3903.89	3696	3592.11	3668.59
delay	338.05	327.169	329.49	332.259
loss	0.0129928	0.00542406	0	0.0354312
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=30e6', '--ratio=0.375', '--RngRun=37', '--locationFile=locationtxt/locationFile4.txt', '--routingFile=locationtxt/routingFile4.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
