Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.717s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18	cl-19	cl-20
60	17	13.6	16	12.8	14.6	15	14.8	17.4	12	12.8	14.4	14.8	12.6	14.8	15.4	17.2	13.2	17.8	18.4	14.6
61	0	0	0	0	0	16	0	88	144	0	88	16	0	0	112	152	152	96	144	96
62	0	0	0	0	0	64	152	200	72	24	176	120	176	80	56	200	96	200	64	40
63	0	0	0	0	0	96	184	56	104	144	0	144	208	40	168	0	0	152	48	176
64	0	0	0	0	0	200	120	40	120	56	128	24	24	24	128	136	16	144	200	144
65	0	0	0	0	0	128	128	184	0	40	152	120	56	128	96	200	96	168	112	48
66	0	0	0	0	0	16	88	48	128	168	136	200	200	120	8	56	16	72	152	0
67	0	0	0	0	0	112	200	32	128	0	176	88	88	24	48	96	0	152	0	200
68	0	0	0	0	0	96	176	88	24	16	80	96	120	176	0	168	56	152	40	96
69	0	0	0	0	0	40	24	0	160	88	168	80	64	120	184	0	88	104	80	48
70	0	0	0	0	0	56	88	192	168	32	16	16	32	200	192	0	32	176	112	0
71	0	0	0	0	0	64	112	96	184	96	208	24	200	152	184	96	96	0	72	128
72	0	0	0	0	0	120	128	160	88	0	88	200	24	56	160	0	200	120	152	200
73	0	0	0	0	8	0	160	200	200	80	144	96	16	160	176	160	40	0	104	200
74	0	0	8	0	0	128	136	32	136	152	192	176	208	0	176	200	64	48	56	152
75	0	0	0	0	0	56	8	16	200	24	0	144	80	80	40	96	136	56	168	200
76	0	8	0	0	0	200	72	0	88	40	32	0	56	200	0	200	104	104	184	152
77	0	0	0	0	0	16	32	136	0	136	120	176	200	80	104	144	64	0	184	144
78	0	0	0	0	0	88	48	120	176	184	0	0	48	120	200	16	192	136	200	88
79	8	0	0	8	0	88	0	16	112	88	48	192	80	56	88	112	184	96	112	80
80	0	0	0	0	0	24	72	200	128	64	48	184	160	80	104	152	0	0	160	112
81	0	0	0	0	0	136	16	40	120	56	160	8	48	200	136	112	168	152	184	152
82	0	0	0	0	0	144	32	80	0	80	200	80	200	128	16	200	40	72	8	144
83	0	0	0	0	0	120	104	152	120	48	88	152	128	152	192	72	40	88	88	176
84	0	0	0	0	0	144	8	0	80	0	88	80	176	80	168	56	48	168	80	0
85	0	0	0	0	0	176	56	160	32	48	72	168	64	80	32	32	160	0	40	72
86	0	0	0	0	0	112	16	192	80	128	32	160	112	64	24	120	80	56	32	160
87	0	0	0	0	0	104	160	112	200	160	16	96	0	104	0	0	168	0	104	8
88	0	0	0	0	0	96	160	24	72	96	80	200	48	176	96	136	120	88	200	24
89	0	0	0	0	0	0	200	80	104	168	48	88	72	0	0	0	80	88	0	0
90	0	0	0	0	8	120	112	120	48	152	184	112	24	40	56	16	160	200	24	64
91	0	0	8	0	0	160	200	200	0	200	192	200	56	56	0	48	136	176	104	40
92	0	0	0	0	0	0	72	184	88	112	200	104	200	88	160	88	0	120	0	144
93	8	8	0	0	0	112	200	128	176	200	104	64	88	120	88	32	80	104	24	88
94	0	0	0	0	0	120	0	168	0	136	120	56	200	8	8	152	0	88	0	0
95	0	0	0	8	0	48	176	128	56	64	64	56	48	0	48	160	88	16	200	152
96	0	0	0	0	0	184	80	0	160	104	152	128	128	112	32	112	0	104	64	184
97	0	0	0	0	0	88	112	136	0	200	168	104	64	200	200	8	128	32	144	200
98	0	0	0	0	0	0	144	8	104	40	56	144	48	64	120	176	64	72	40	128
99	0	0	0	0	0	72	184	80	48	16	0	176	176	0	136	40	8	200	96	200
100	0	0	0	0	0	48	144	176	72	152	168	104	144	32	168	0	88	112	64	16
101	0	0	0	0	0	200	16	168	136	192	200	184	48	176	88	104	104	32	176	88
102	0	0	0	0	0	176	200	152	128	192	64	104	120	136	144	112	24	24	200	128
103	0	0	0	0	0	56	0	8	200	128	160	8	120	80	176	200	136	24	8	56
104	0	0	0	0	0	176	88	200	8	0	104	160	200	120	184	16	24	200	80	32
105	0	0	0	0	8	200	128	192	120	16	112	0	104	0	64	168	136	144	200	112
106	0	0	0	0	0	8	192	160	96	40	120	64	32	136	24	0	200	0	120	120
107	0	0	0	0	0	176	0	104	32	64	160	104	96	200	152	136	184	80	112	112
108	0	0	0	8	0	0	96	16	8	200	128	192	96	48	200	120	120	160	96	184
109	0	0	0	0	0	16	192	40	120	192	80	48	152	128	176	192	64	104	40	176
110	0	8	0	0	0	144	184	120	104	0	48	0	80	128	0	144	136	24	64	0
111	0	0	0	0	0	200	200	144	200	8	176	32	184	152	32	200	176	80	160	112
112	8	0	0	0	0	8	160	128	144	104	112	0	96	160	200	184	104	80	0	56
113	0	0	0	0	0	176	184	88	88	112	200	72	104	136	16	200	128	72	80	200
114	0	0	8	0	0	176	176	192	56	56	144	40	136	8	120	16	168	8	16	192
115	0	0	0	0	0	72	8	8	192	8	184	160	40	32	40	120	200	32	24	176
116	0	0	0	0	0	152	192	200	200	88	24	120	200	192	8	112	80	200	120	200
117	0	0	0	0	0	96	176	32	0	120	32	24	88	192	64	16	128	104	152	40
118	0	0	0	0	0	80	112	56	200	0	48	176	32	32	48	112	120	64	0	144
119	0	0	0	0	8	56	128	160	56	152	32	136	80	0	200	112	96	32	96	16
120	0	0	0	0	0	0	112	72	96	24	16	96	24	160	176	64	0	56	112	152
avg	0.4	0.4	0.4	0.4	0.533333	96	110.8	105.2	101.733	88.1333	105.6	101.6	101.6	96.9333	100.267	101.2	93.6	90.5333	94.9333	109.2
delay	0.333333	0.333333	0.333333	0.666667	1	2.15833	2.25752	2.28137	1.02097	1.0469	1.08586	0.986877	1.01837	1.0619	1.08644	0.981555	1.00712	1.02356	1.01124	0.969475
loss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc3', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--dataMode=HeMcs5', '--datarate=2e5', '--clNum=20', '--ratio=0.375', '--RngRun=77'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
