Dst	Src	HeMcs	Txlevel	Num	isObss
12 	  11	  4	  10	  9	  0
11 	  12	  4	  10	  24488	  0
11 	  10	  4	  10	  9	  0
10 	  11	  4	  10	  20533	  0
10 	  9	  4	  10	  9	  0
9 	  10	  4	  10	  17898	  0
16 	  15	  4	  10	  9	  0
15 	  16	  4	  10	  22633	  0
15 	  14	  4	  10	  10	  0
14 	  15	  4	  10	  18603	  0
14 	  13	  4	  10	  13	  0
13 	  14	  4	  10	  15948	  0
15 	  16	  1	  7	  786	  1
13 	  14	  1	  7	  62	  1
14 	  15	  1	  7	  164	  1
4 	  3	  4	  10	  9	  0
3 	  4	  4	  10	  20812	  0
3 	  2	  4	  10	  9	  0
2 	  3	  4	  10	  17105	  0
2 	  1	  4	  10	  9	  0
1 	  2	  4	  10	  15103	  0
8 	  7	  4	  10	  10	  0
7 	  8	  4	  10	  21538	  0
7 	  6	  4	  10	  9	  0
6 	  7	  4	  10	  17489	  0
6 	  5	  4	  10	  9	  0
5 	  6	  4	  10	  15287	  0
7 	  8	  1	  7	  804	  1
11 	  12	  1	  7	  915	  1
10 	  11	  1	  7	  212	  1
9 	  10	  1	  7	  106	  1
3 	  4	  1	  7	  900	  1
6 	  7	  1	  7	  177	  1
5 	  6	  1	  7	  109	  1
2 	  3	  1	  7	  144	  1
1 	  2	  1	  7	  69	  1

 TotalTx Number= 232000

 TotalReset Number= 39319
