Dst	Src	HeMcs	Txlevel	Num	isObss
4 	  3	  4	  10	  10	  0
3 	  4	  4	  10	  21296	  0
3 	  2	  4	  10	  9	  0
2 	  3	  4	  10	  17063	  0
2 	  1	  4	  10	  9	  0
1 	  2	  4	  10	  15097	  0
12 	  11	  4	  10	  9	  0
11 	  12	  4	  10	  23712	  0
11 	  10	  4	  10	  24	  0
10 	  11	  4	  10	  19006	  0
10 	  9	  4	  10	  10	  0
9 	  10	  4	  10	  17003	  0
16 	  15	  4	  10	  12	  0
15 	  16	  4	  10	  23396	  0
8 	  7	  4	  10	  10	  0
7 	  8	  4	  10	  22240	  0
3 	  4	  1	  7	  752	  1
7 	  6	  4	  10	  10	  0
6 	  7	  4	  10	  17942	  0
2 	  3	  1	  7	  223	  1
6 	  7	  1	  7	  173	  1
6 	  5	  4	  10	  10	  0
5 	  6	  4	  10	  15409	  0
15 	  14	  4	  10	  12	  0
14 	  15	  4	  10	  18183	  0
15 	  14	  4	  7	  3	  1
14 	  13	  4	  10	  9	  0
13 	  14	  4	  10	  16236	  0
15 	  16	  1	  7	  742	  1
7 	  8	  1	  7	  908	  1
9 	  10	  1	  7	  98	  1
11 	  12	  1	  7	  665	  1
10 	  11	  1	  7	  227	  1
14 	  15	  1	  7	  237	  1
1 	  2	  1	  7	  86	  1
13 	  14	  1	  7	  104	  1
5 	  6	  1	  7	  64	  1

 TotalTx Number= 231000

 TotalReset Number= 37277
