Dst	Src	HeMcs	Txlevel	Num	isObss
16 	  15	  4	  10	  9	  0
15 	  16	  4	  10	  20253	  0
15 	  14	  4	  10	  10	  0
14 	  15	  4	  10	  16516	  0
14 	  13	  4	  10	  9	  0
13 	  14	  4	  10	  14640	  0
12 	  11	  4	  10	  10	  0
11 	  12	  4	  10	  22944	  0
11 	  10	  4	  10	  10	  0
10 	  11	  4	  10	  17691	  0
10 	  9	  4	  10	  10	  0
9 	  10	  4	  10	  15211	  0
8 	  7	  4	  10	  9	  0
7 	  8	  4	  10	  23329	  0
7 	  6	  4	  10	  10	  0
6 	  7	  4	  10	  18489	  0
6 	  5	  4	  10	  11	  0
5 	  6	  4	  10	  16287	  0
15 	  16	  1	  7	  482	  1
11 	  12	  1	  7	  756	  1
4 	  3	  4	  10	  9	  0
3 	  4	  4	  10	  21574	  0
3 	  2	  4	  10	  9	  0
2 	  3	  4	  10	  17358	  0
2 	  1	  4	  10	  9	  0
1 	  2	  4	  10	  15235	  0
3 	  4	  1	  7	  525	  1
7 	  8	  1	  7	  751	  1
6 	  7	  1	  7	  204	  1
5 	  6	  1	  7	  67	  1
9 	  10	  1	  7	  77	  1
10 	  11	  1	  7	  138	  1
2 	  3	  1	  7	  160	  1
1 	  2	  1	  7	  71	  1
13 	  14	  1	  7	  54	  1
14 	  15	  1	  7	  72	  1

 TotalTx Number= 223000

 TotalReset Number= 40263
