Dst	Src	HeMcs	Txlevel	Num	isObss
8 	  7	  4	  10	  9	  0
7 	  8	  4	  10	  19839	  0
7 	  6	  4	  10	  9	  0
6 	  7	  4	  10	  15887	  0
6 	  5	  4	  10	  10	  0
5 	  6	  4	  10	  13777	  0
16 	  15	  4	  10	  10	  0
15 	  16	  4	  10	  20598	  0
15 	  14	  4	  10	  9	  0
14 	  15	  4	  10	  16401	  0
14 	  13	  4	  10	  9	  0
13 	  14	  4	  10	  14512	  0
4 	  3	  4	  10	  10	  0
3 	  4	  4	  10	  18260	  0
3 	  2	  4	  10	  10	  0
2 	  3	  4	  10	  14614	  0
2 	  1	  4	  10	  14	  0
1 	  2	  4	  10	  13076	  0
12 	  11	  4	  10	  14	  0
11 	  12	  4	  10	  18653	  0
7 	  8	  1	  7	  417	  1
1 	  2	  1	  7	  40	  1
11 	  10	  4	  10	  10	  0
10 	  11	  1	  7	  136	  1
10 	  11	  4	  10	  14487	  0
10 	  9	  4	  10	  10	  0
9 	  10	  4	  10	  13239	  0
11 	  12	  1	  7	  878	  1
13 	  14	  1	  7	  36	  1
14 	  15	  1	  7	  98	  1
3 	  4	  1	  7	  404	  1
6 	  7	  1	  7	  140	  1
15 	  16	  1	  7	  218	  1
9 	  10	  1	  7	  68	  1
2 	  3	  1	  7	  52	  1
5 	  6	  1	  7	  45	  1

 TotalTx Number= 196000

 TotalReset Number= 37431
