Dst	Src	HeMcs	Txlevel	Num	isObss
4 	  3	  4	  10	  9	  0
3 	  4	  4	  10	  23315	  0
3 	  2	  4	  10	  10	  0
2 	  3	  4	  10	  18882	  0
2 	  1	  4	  10	  10	  0
1 	  2	  4	  10	  16666	  0
8 	  7	  4	  10	  10	  0
7 	  8	  4	  10	  22833	  0
3 	  4	  4	  7	  1	  1
12 	  11	  4	  10	  9	  0
11 	  12	  4	  10	  22596	  0
11 	  10	  4	  10	  10	  0
10 	  11	  4	  10	  18851	  0
10 	  9	  4	  10	  14	  0
9 	  10	  4	  10	  16761	  0
16 	  15	  4	  10	  9	  0
15 	  16	  4	  10	  22657	  0
11 	  12	  1	  7	  738	  1
7 	  8	  1	  7	  1188	  1
3 	  4	  1	  7	  569	  1
7 	  6	  4	  10	  9	  0
6 	  7	  4	  10	  18664	  0
6 	  5	  4	  10	  9	  0
5 	  6	  4	  10	  16298	  0
9 	  10	  1	  7	  69	  1
15 	  14	  4	  10	  10	  0
14 	  15	  1	  7	  192	  1
14 	  15	  4	  10	  17771	  0
14 	  13	  4	  10	  10	  0
13 	  14	  4	  10	  15303	  0
2 	  3	  1	  7	  114	  1
5 	  6	  1	  7	  62	  1
15 	  16	  1	  7	  915	  1
10 	  11	  1	  7	  149	  1
6 	  7	  1	  7	  159	  1
13 	  14	  1	  7	  78	  1
1 	  2	  1	  7	  49	  1

 TotalTx Number= 235000

 TotalReset Number= 41656
