Dst	Src	HeMcs	Txlevel	Num	isObss
9 	  10	  4	  10	  9412	  0
1 	  2	  4	  10	  21046	  0
10 	  9	  4	  10	  23620	  0
2 	  1	  4	  10	  53246	  0
5 	  6	  4	  10	  20682	  0
6 	  5	  4	  10	  45445	  0
2 	  3	  4	  10	  23427	  0
3 	  2	  4	  10	  36751	  0
6 	  7	  4	  10	  22900	  0
7 	  6	  4	  10	  35122	  0
13 	  14	  4	  10	  21842	  0
10 	  11	  4	  10	  10929	  0
11 	  10	  4	  10	  17556	  0
14 	  13	  4	  10	  48786	  0
3 	  4	  4	  10	  29079	  0
4 	  3	  4	  10	  30893	  0
7 	  8	  4	  10	  28412	  0
8 	  7	  4	  10	  29215	  0
11 	  12	  4	  10	  14171	  0
12 	  11	  4	  10	  14499	  0
14 	  15	  4	  10	  23862	  0
15 	  14	  4	  10	  35171	  0
15 	  16	  4	  10	  28731	  0
16 	  15	  4	  10	  29842	  0
3 	  2	  4	  7	  218	  1
1 	  2	  1	  7	  163	  1
6 	  7	  1	  7	  176	  1
5 	  6	  1	  7	  246	  1
7 	  6	  4	  7	  376	  1
2 	  3	  1	  7	  90	  1
8 	  7	  4	  7	  216	  1
3 	  4	  1	  7	  6	  1
9 	  10	  1	  7	  125	  1
11 	  10	  4	  7	  134	  1
12 	  11	  4	  7	  84	  1
4 	  3	  4	  7	  132	  1
16 	  15	  4	  7	  57	  1
15 	  14	  4	  7	  118	  1
13 	  14	  1	  7	  87	  1
10 	  11	  1	  7	  91	  1
14 	  15	  1	  7	  21	  1
7 	  8	  1	  7	  9	  1
15 	  16	  1	  7	  6	  1
11 	  12	  1	  7	  5	  1

 TotalTx Number= 657000

 TotalReset Number= 54879
