Dst	Src	HeMcs	Txlevel	Num	isObss
13 	  14	  4	  10	  21590	  0
14 	  13	  4	  10	  54562	  0
5 	  6	  4	  10	  18326	  0
6 	  5	  4	  10	  43846	  0
1 	  2	  4	  10	  19943	  0
2 	  1	  4	  10	  50565	  0
6 	  7	  4	  10	  19976	  0
7 	  6	  4	  10	  33415	  0
14 	  15	  4	  10	  23668	  0
15 	  14	  4	  10	  37356	  0
9 	  10	  4	  10	  16135	  0
10 	  9	  4	  10	  38919	  0
10 	  11	  4	  10	  18138	  0
11 	  10	  4	  10	  30477	  0
2 	  3	  4	  10	  22116	  0
3 	  2	  4	  10	  33871	  0
7 	  8	  4	  10	  27205	  0
8 	  7	  4	  10	  28390	  0
15 	  16	  4	  10	  30203	  0
16 	  15	  4	  10	  31840	  0
11 	  12	  4	  10	  23924	  0
12 	  11	  4	  10	  25537	  0
3 	  4	  4	  10	  27923	  0
4 	  3	  4	  10	  28850	  0
1 	  2	  1	  7	  183	  1
7 	  8	  1	  7	  19	  1
9 	  10	  1	  7	  302	  1
7 	  6	  4	  7	  293	  1
8 	  7	  4	  7	  207	  1
11 	  10	  4	  7	  366	  1
4 	  3	  4	  7	  95	  1
6 	  7	  1	  7	  170	  1
10 	  11	  1	  7	  134	  1
5 	  6	  1	  7	  258	  1
12 	  11	  4	  7	  205	  1
14 	  15	  1	  7	  124	  1
15 	  14	  4	  7	  257	  1
13 	  14	  1	  7	  159	  1
2 	  3	  1	  7	  117	  1
16 	  15	  4	  7	  119	  1
11 	  12	  1	  7	  5	  1
3 	  2	  4	  7	  198	  1
15 	  16	  1	  7	  6	  1
3 	  4	  1	  7	  7	  1

 TotalTx Number= 710000

 TotalReset Number= 57650
