Dst	Src	HeMcs	Txlevel	Num	isObss
9 	  10	  4	  10	  25232	  0
10 	  9	  4	  10	  59195	  0
5 	  6	  4	  10	  215	  0
6 	  5	  4	  10	  790	  0
10 	  11	  4	  10	  27700	  0
11 	  10	  4	  10	  42123	  0
11 	  12	  4	  10	  34516	  0
12 	  11	  4	  10	  36123	  0
1 	  2	  4	  10	  29562	  0
2 	  1	  4	  10	  59008	  0
6 	  7	  4	  10	  378	  0
7 	  6	  4	  10	  686	  0
2 	  3	  4	  10	  31907	  0
3 	  2	  4	  10	  44534	  0
7 	  8	  4	  10	  496	  0
8 	  7	  4	  10	  631	  0
3 	  4	  4	  10	  35883	  0
4 	  3	  4	  10	  38412	  0
13 	  14	  4	  10	  20007	  0
14 	  13	  4	  10	  48671	  0
14 	  15	  4	  10	  21729	  0
15 	  14	  4	  10	  34169	  0
15 	  16	  4	  10	  27554	  0
16 	  15	  4	  10	  29261	  0
5 	  6	  1	  7	  16	  1
8 	  7	  4	  7	  4	  1
4 	  3	  4	  7	  14	  1
6 	  7	  1	  7	  1	  1
2 	  3	  1	  7	  1	  1
1 	  2	  1	  7	  5	  1
7 	  6	  4	  7	  1	  1
3 	  4	  1	  7	  4	  1
11 	  10	  4	  7	  215	  1
9 	  10	  1	  7	  188	  1
3 	  2	  4	  7	  6	  1
12 	  11	  4	  7	  113	  1
10 	  11	  1	  7	  100	  1
13 	  14	  1	  7	  143	  1
15 	  14	  4	  7	  186	  1
15 	  16	  1	  7	  6	  1
16 	  15	  4	  7	  88	  1
14 	  15	  1	  7	  115	  1
11 	  12	  1	  7	  11	  1

 TotalTx Number= 650000

 TotalReset Number= 67859
