Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.745s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14
60	17.2	15	14.6	14.6	14	18.4	12	16.4	9.8	15.6	14.6	12	13.6	16.6
61	0	0	0	0	0	0	515.2	697.6	358.4	700.8	812.8	732.8	508.8	668.8
62	0	0	0	0	0	0	553.6	390.4	547.2	540.8	483.2	678.4	448	377.6
63	0	0	0	0	0	0	288	582.4	320	419.2	259.2	550.4	518.4	812.8
64	0	0	0	0	0	0	566.4	569.6	566.4	368	441.6	342.4	473.6	707.2
65	0	0	0	0	0	0	595.2	627.2	400	508.8	268.8	243.2	678.4	566.4
66	0	0	0	0	0	0	572.8	409.6	691.2	716.8	358.4	310.4	515.2	448
67	0	0	0	0	0	0	467.2	432	300.8	534.4	492.8	518.4	547.2	515.2
68	0	0	0	0	0	0	422.4	393.6	326.4	624	627.2	441.6	723.2	393.6
69	0	0	0	0	0	0	563.2	560	419.2	384	419.2	380.8	457.6	544
70	0	0	0	0	0	0	259.2	406.4	339.2	640	691.2	438.4	592	681.6
71	0	0	0	0	0	0	432	476.8	486.4	662.4	780.8	342.4	393.6	454.4
72	0	0	0	0	0	0	428.8	342.4	534.4	425.6	464	457.6	400	825.6
73	0	0	0	0	0	0	550.4	595.2	483.2	528	665.6	310.4	326.4	406.4
74	0	0	0	0	0	0	345.6	387.2	547.2	595.2	393.6	518.4	582.4	707.2
75	0	0	0	0	0	0	444.8	483.2	448	656	428.8	470.4	486.4	444.8
76	0	0	0	0	0	0	310.4	371.2	537.6	489.6	553.6	448	412.8	531.2
77	0	0	0	0	0	0	473.6	665.6	691.2	384	524.8	377.6	428.8	556.8
78	0	0	0	0	0	0	441.6	499.2	486.4	364.8	544	528	489.6	364.8
79	0	0	0	0	0	0	537.6	345.6	553.6	560	566.4	492.8	643.2	310.4
80	0	0	0	0	0	0	473.6	268.8	723.2	681.6	496	512	508.8	342.4
81	0	0	0	0	0	0	380.8	454.4	345.6	499.2	393.6	662.4	496	486.4
82	0	0	0	0	0	0	531.2	400	470.4	409.6	486.4	588.8	502.4	441.6
83	0	0	0	0	0	0	598.4	592	336	492.8	355.2	476.8	406.4	563.2
84	0	0	0	0	0	0	483.2	467.2	614.4	684.8	697.6	313.6	451.2	624
85	0	0	0	0	0	0	588.8	435.2	451.2	560	371.2	640	294.4	492.8
86	0	0	0	0	0	0	662.4	201.6	544	409.6	608	390.4	457.6	713.6
87	0	0	0	0	0	0	550.4	416	368	592	438.4	528	521.6	438.4
88	0	0	0	0	0	0	297.6	358.4	352	464	521.6	483.2	569.6	512
89	0	0	0	0	0	0	339.2	281.6	441.6	550.4	707.2	288	368	489.6
90	0	0	0	0	0	0	444.8	665.6	457.6	512	419.2	608	368	521.6
avg	0	0	0	0	0	0	470.613	459.2	471.36	531.947	509.013	469.12	485.653	531.413
delay	0.372093	0.253333	0.739726	0.739726	0.728571	0.76087	506.49	503.183	506.801	508.281	506.35	503.407	509.311	505.697
loss	0	0	0	0	0	0	0.322394	0.33908	0.354709	0.3138	0.332046	0.295405	0.319608	0.299694
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=20e6', '--ratio=0.375', '--RngRun=30', '--locationFile=locationtxt/locationFile222.txt', '--routingFile=locationtxt/routingFile222.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
