Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.902s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14
60	15.4	13	14.2	16	18.2	12.4	13.6	14.2	13.4	15.8	16.2	12.4	14.2	12.4
61	0	0	0	0	0	0	486.4	400	636.8	758.4	592	608	764.8	684.8
62	0	0	0	0	0	0	329.6	614.4	521.6	377.6	489.6	585.6	608	544
63	0	0	0	0	0	0	780.8	438.4	473.6	483.2	406.4	387.2	579.2	720
64	0	0	0	0	0	0	537.6	486.4	361.6	416	508.8	617.6	547.2	518.4
65	0	0	0	0	0	0	550.4	403.2	291.2	329.6	707.2	700.8	467.2	374.4
66	0	0	0	0	0	0	438.4	665.6	480	460.8	556.8	364.8	476.8	742.4
67	0	0	0	0	0	0	694.4	451.2	560	323.2	320	508.8	569.6	432
68	0	0	0	0	0	0	438.4	550.4	403.2	601.6	499.2	377.6	812.8	467.2
69	0	0	0	0	0	0	460.8	435.2	403.2	508.8	396.8	512	361.6	579.2
70	0	0	0	0	0	0	540.8	537.6	412.8	531.2	396.8	483.2	505.6	540.8
71	0	0	0	0	0	0	572.8	278.4	652.8	444.8	518.4	304	499.2	435.2
72	0	0	0	0	0	0	476.8	476.8	604.8	246.4	278.4	729.6	406.4	611.2
73	0	0	0	0	0	0	444.8	604.8	281.6	588.8	406.4	675.2	534.4	592
74	0	0	0	0	0	0	236.8	585.6	556.8	499.2	617.6	668.8	627.2	467.2
75	0	0	0	0	0	0	544	585.6	451.2	448	505.6	470.4	473.6	384
76	0	0	0	0	0	0	438.4	364.8	393.6	451.2	672	512	281.6	579.2
77	0	0	0	0	0	0	320	572.8	422.4	713.6	400	640	387.2	371.2
78	0	0	0	0	0	0	419.2	284.8	406.4	307.2	668.8	697.6	553.6	540.8
79	0	0	0	0	0	0	435.2	572.8	793.6	329.6	585.6	294.4	492.8	473.6
80	0	0	0	0	0	0	441.6	556.8	582.4	438.4	496	320	428.8	460.8
81	0	0	0	0	0	0	528	396.8	358.4	364.8	592	496	464	412.8
82	0	0	0	0	0	0	524.8	476.8	352	726.4	416	371.2	659.2	480
83	0	0	0	0	0	0	492.8	406.4	364.8	416	329.6	320	672	684.8
84	0	0	0	0	0	0	384	518.4	416	496	361.6	700.8	374.4	688
85	0	0	0	0	0	0	329.6	428.8	636.8	672	380.8	745.6	374.4	361.6
86	0	0	0	0	0	0	374.4	540.8	329.6	553.6	352	739.2	752	310.4
87	0	0	0	0	0	0	323.2	476.8	726.4	563.2	275.2	451.2	374.4	627.2
88	0	0	0	0	0	0	652.8	444.8	323.2	377.6	560	425.6	569.6	521.6
89	0	0	0	0	0	0	547.2	604.8	777.6	620.8	592	358.4	438.4	492.8
90	0	0	0	0	0	0	470.4	534.4	691.2	390.4	537.6	662.4	352	457.6
avg	0	0	0	0	0	0	473.813	489.813	488.853	481.28	480.64	524.267	513.6	518.507
delay	0.272727	0.338462	0.71831	0.7375	0.736264	0.758065	502.838	505.266	507.353	499.957	501.841	502.319	507.121	504.266
loss	0	0	0	0	0	0	0.658103	0.328909	0.292517	0.299145	0.618395	0.646447	0.316348	0.269841
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=20e6', '--ratio=0.375', '--RngRun=34', '--locationFile=locationtxt/locationFile222.txt', '--routingFile=locationtxt/routingFile222.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
