Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (1.008s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14
60	15.6	12.6	16	12	15.2	15.4	14.4	17	17	16.8	15.2	14.2	14.6	16.4
61	0	0	0	0	0	0	793.6	809.6	518.4	403.2	537.6	588.8	598.4	630.4
62	0	0	0	0	0	0	480	534.4	518.4	384	464	451.2	800	457.6
63	0	0	0	0	0	0	518.4	649.6	352	438.4	342.4	508.8	560	576
64	0	0	0	0	0	0	425.6	457.6	569.6	537.6	611.2	428.8	412.8	512
65	0	0	0	0	0	0	499.2	614.4	361.6	636.8	419.2	649.6	467.2	268.8
66	0	0	0	0	0	0	268.8	502.4	390.4	595.2	633.6	608	592	540.8
67	0	0	0	0	0	0	393.6	476.8	435.2	688	601.6	464	675.2	406.4
68	0	0	0	0	0	0	460.8	672	553.6	422.4	499.2	691.2	336	457.6
69	0	0	0	0	0	0	326.4	451.2	435.2	332.8	585.6	614.4	534.4	608
70	0	0	0	0	0	0	652.8	364.8	403.2	678.4	380.8	499.2	582.4	409.6
71	0	0	0	0	0	0	358.4	448	448	512	620.8	678.4	617.6	371.2
72	0	0	0	0	0	0	656	380.8	646.4	185.6	486.4	793.6	438.4	278.4
73	0	0	0	0	0	0	476.8	492.8	438.4	496	483.2	499.2	380.8	515.2
74	0	0	0	0	0	0	454.4	777.6	454.4	553.6	595.2	134.4	403.2	454.4
75	0	0	0	0	0	0	537.6	691.2	358.4	377.6	560	268.8	588.8	441.6
76	0	0	0	0	0	0	614.4	304	540.8	467.2	489.6	368	723.2	512
77	0	0	0	0	0	0	473.6	425.6	755.2	588.8	432	560	326.4	489.6
78	0	0	0	0	0	0	518.4	348.8	656	428.8	416	515.2	457.6	736
79	0	0	0	0	0	0	412.8	361.6	569.6	697.6	499.2	390.4	454.4	579.2
80	0	0	0	0	0	0	412.8	438.4	406.4	560	582.4	342.4	348.8	627.2
81	0	0	0	0	0	0	454.4	384	326.4	608	368	368	534.4	646.4
82	0	0	0	0	0	0	358.4	342.4	723.2	457.6	342.4	374.4	572.8	483.2
83	0	0	0	0	0	0	601.6	393.6	428.8	499.2	544	636.8	227.2	668.8
84	0	0	0	0	0	0	476.8	515.2	374.4	553.6	662.4	265.6	691.2	467.2
85	0	0	0	0	0	0	569.6	236.8	512	540.8	608	614.4	630.4	492.8
86	0	0	0	0	0	0	544	406.4	348.8	451.2	492.8	646.4	432	393.6
87	0	0	0	0	0	0	320	659.2	598.4	556.8	422.4	451.2	524.8	640
88	0	0	0	0	0	0	528	310.4	716.8	528	518.4	537.6	435.2	438.4
89	0	0	0	0	0	0	540.8	268.8	422.4	652.8	339.2	470.4	736	396.8
90	0	0	0	0	0	0	652.8	566.4	387.2	508.8	396.8	550.4	492.8	336
avg	0	0	0	0	0	0	492.693	476.16	488.32	511.36	497.813	498.987	519.147	494.507
delay	0.25641	0.301587	0.75	0.733333	0.723684	0.766234	482.344	505.906	500.049	501.586	511.666	512.057	506.599	503.898
loss	0	0	0	0	0	0	0.667897	0.322772	0.60039	0.360825	0.301708	0.322751	0.310139	0.273063
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=20e6', '--ratio=0.375', '--RngRun=16', '--locationFile=locationtxt/locationFile222.txt', '--routingFile=locationtxt/routingFile222.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
