Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.742s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14
60	11.4	15.8	16.8	16.2	14.6	16.2	14.8	16.6	14.4	14	15.4	13.2	14.6	13.8
61	0	0	0	0	0	0	691.2	684.8	572.8	387.2	268.8	502.4	496	656
62	0	0	0	0	0	0	355.2	249.6	422.4	281.6	864	451.2	336	400
63	0	0	0	0	0	0	556.8	598.4	240	352	406.4	320	192	444.8
64	0	0	0	0	0	0	576	505.6	508.8	387.2	364.8	272	374.4	406.4
65	0	0	0	0	0	0	233.6	236.8	185.6	294.4	633.6	441.6	652.8	409.6
66	0	0	0	0	0	0	537.6	544	537.6	627.2	572.8	336	396.8	432
67	0	0	0	0	0	0	438.4	416	563.2	352	515.2	355.2	323.2	380.8
68	0	0	0	0	0	0	291.2	444.8	403.2	406.4	467.2	336	358.4	329.6
69	0	0	0	0	0	0	419.2	448	329.6	659.2	281.6	275.2	256	377.6
70	0	0	0	0	0	0	396.8	521.6	448	409.6	412.8	416	419.2	419.2
71	0	0	0	0	0	0	416	460.8	332.8	393.6	432	348.8	512	464
72	0	0	0	0	0	0	473.6	448	502.4	470.4	473.6	361.6	368	473.6
73	0	0	0	0	0	0	428.8	377.6	294.4	512	419.2	416	380.8	412.8
74	0	0	0	0	0	0	585.6	364.8	515.2	406.4	316.8	275.2	451.2	464
75	0	0	0	0	0	0	572.8	355.2	310.4	336	396.8	425.6	268.8	342.4
76	0	0	0	0	0	0	438.4	272	374.4	400	406.4	403.2	403.2	505.6
77	0	0	0	0	0	0	489.6	579.2	412.8	336	438.4	284.8	425.6	307.2
78	0	0	0	0	0	0	352	409.6	396.8	361.6	659.2	572.8	329.6	496
79	0	0	0	0	0	0	611.2	630.4	396.8	361.6	460.8	441.6	275.2	326.4
80	0	0	0	0	0	0	316.8	428.8	288	371.2	508.8	515.2	560	444.8
81	0	0	0	0	0	0	508.8	419.2	364.8	409.6	512	352	627.2	332.8
82	0	0	0	0	0	0	585.6	540.8	774.4	521.6	473.6	304	332.8	278.4
83	0	0	0	0	0	0	486.4	544	489.6	217.6	345.6	563.2	515.2	425.6
84	0	0	0	0	0	0	435.2	361.6	502.4	425.6	393.6	390.4	332.8	486.4
85	0	0	0	0	0	0	323.2	412.8	540.8	416	502.4	403.2	329.6	326.4
86	0	0	0	0	0	0	502.4	300.8	566.4	416	332.8	361.6	419.2	380.8
msg="Invalid WifiPhy state.", file=../src/wifi/model/wifi-phy-state-helper.cc, line=410
terminate called without an active exception
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=30e6', '--ratio=0.375', '--RngRun=7', '--locationFile=locationtxt/locationFile222.txt', '--routingFile=locationtxt/routingFile222.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGIOT. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
