Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.875s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14
60	14.2	13.2	14	14.8	15.4	11.6	14.4	17.6	16.4	15.2	16	12.2	12.6	13.6
61	0	0	0	0	0	0	524.8	569.6	601.6	537.6	569.6	627.2	499.2	384
62	0	0	0	0	0	0	316.8	400	595.2	684.8	777.6	528	659.2	704
63	0	0	0	0	0	0	803.2	915.2	691.2	793.6	582.4	483.2	550.4	460.8
64	0	0	0	0	0	0	614.4	681.6	489.6	505.6	771.2	585.6	592	739.2
65	0	0	0	0	0	0	486.4	732.8	512	476.8	403.2	652.8	611.2	803.2
66	0	0	0	0	0	0	809.6	832	691.2	489.6	576	444.8	377.6	508.8
67	0	0	0	0	0	0	582.4	768	630.4	665.6	579.2	467.2	528	713.6
68	0	0	0	0	0	0	467.2	595.2	630.4	784	515.2	624	460.8	652.8
69	0	0	0	0	0	0	576	665.6	512	569.6	652.8	665.6	483.2	617.6
70	0	0	0	0	0	0	582.4	544	486.4	617.6	752	604.8	563.2	694.4
71	0	0	0	0	0	0	579.2	598.4	473.6	371.2	768	588.8	588.8	787.2
72	0	0	0	0	0	0	684.8	710.4	748.8	438.4	563.2	521.6	518.4	745.6
73	0	0	0	0	0	0	732.8	502.4	732.8	787.2	560	633.6	425.6	707.2
74	0	0	0	0	0	0	739.2	691.2	585.6	512	649.6	582.4	534.4	518.4
75	0	0	0	0	0	0	736	387.2	572.8	620.8	652.8	656	518.4	630.4
76	0	0	0	0	0	0	611.2	668.8	720	403.2	444.8	672	716.8	787.2
77	0	0	0	0	0	0	620.8	560	598.4	560	592	569.6	758.4	700.8
78	0	0	0	0	0	0	374.4	617.6	499.2	454.4	643.2	780.8	726.4	630.4
79	0	0	0	0	0	0	736	672	720	752	556.8	560	406.4	435.2
80	0	0	0	0	0	0	416	723.2	544	364.8	720	742.4	595.2	787.2
81	0	0	0	0	0	0	780.8	640	585.6	899.2	569.6	672	416	332.8
82	0	0	0	0	0	0	614.4	656	851.2	729.6	553.6	544	492.8	681.6
83	0	0	0	0	0	0	588.8	451.2	560	652.8	736	646.4	611.2	524.8
84	0	0	0	0	0	0	796.8	432	694.4	771.2	633.6	585.6	665.6	486.4
85	0	0	0	0	0	0	512	508.8	560	643.2	688	576	422.4	672
86	0	0	0	0	0	0	630.4	835.2	716.8	582.4	675.2	528	489.6	588.8
87	0	0	0	0	0	0	646.4	364.8	643.2	688	656	480	467.2	745.6
88	0	0	0	0	0	0	806.4	556.8	611.2	774.4	886.4	697.6	428.8	553.6
89	0	0	0	0	0	0	566.4	768	547.2	470.4	486.4	569.6	592	521.6
msg="Invalid WifiPhy state.", file=../src/wifi/model/wifi-phy-state-helper.cc, line=410
terminate called without an active exception
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=10e6', '--ratio=0.375', '--RngRun=14', '--locationFile=locationtxt/locationFile222.txt', '--routingFile=locationtxt/routingFile222.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGIOT. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
