Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.777s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14
60	12.2	14.6	15.2	14.8	18	11.8	13	14.8	13.2	14.4	13	16.4	16.6	16.8
61	0	0	0	0	0	0	512	851.2	505.6	668.8	425.6	569.6	448	595.2
62	0	0	0	0	0	0	396.8	576	390.4	432	390.4	393.6	336	377.6
63	0	0	0	0	0	0	444.8	345.6	406.4	438.4	435.2	464	470.4	409.6
64	0	0	0	0	0	0	364.8	512	361.6	403.2	483.2	412.8	537.6	297.6
65	0	0	0	0	0	0	566.4	281.6	393.6	332.8	448	473.6	339.2	534.4
66	0	0	0	0	0	0	272	524.8	339.2	460.8	368	428.8	355.2	393.6
67	0	0	0	0	0	0	281.6	326.4	387.2	428.8	352	476.8	368	419.2
68	0	0	0	0	0	0	323.2	448	492.8	486.4	409.6	425.6	416	425.6
69	0	0	0	0	0	0	403.2	409.6	348.8	444.8	416	310.4	278.4	451.2
70	0	0	0	0	0	0	419.2	294.4	358.4	320	412.8	512	486.4	496
71	0	0	0	0	0	0	486.4	368	214.4	432	342.4	387.2	441.6	480
72	0	0	0	0	0	0	566.4	368	236.8	246.4	444.8	508.8	425.6	323.2
73	0	0	0	0	0	0	416	432	518.4	444.8	406.4	444.8	358.4	246.4
74	0	0	0	0	0	0	454.4	422.4	326.4	332.8	470.4	460.8	374.4	537.6
75	0	0	0	0	0	0	425.6	448	371.2	528	310.4	400	332.8	422.4
76	0	0	0	0	0	0	393.6	313.6	352	470.4	483.2	428.8	454.4	364.8
77	0	0	0	0	0	0	512	300.8	601.6	489.6	272	281.6	332.8	246.4
78	0	0	0	0	0	0	268.8	400	345.6	412.8	400	505.6	329.6	483.2
79	0	0	0	0	0	0	428.8	441.6	534.4	416	358.4	278.4	387.2	556.8
80	0	0	0	0	0	0	403.2	435.2	345.6	464	508.8	300.8	544	425.6
81	0	0	0	0	0	0	294.4	480	502.4	342.4	316.8	352	364.8	259.2
82	0	0	0	0	0	0	496	275.2	435.2	467.2	406.4	540.8	486.4	444.8
83	0	0	0	0	0	0	249.6	489.6	320	489.6	326.4	534.4	400	384
84	0	0	0	0	0	0	368	412.8	393.6	588.8	361.6	384	473.6	355.2
85	0	0	0	0	0	0	371.2	284.8	531.2	531.2	496	204.8	182.4	432
86	0	0	0	0	0	0	332.8	326.4	646.4	483.2	348.8	441.6	326.4	387.2
87	0	0	0	0	0	0	396.8	380.8	441.6	438.4	470.4	358.4	361.6	316.8
88	0	0	0	0	0	0	412.8	364.8	374.4	387.2	345.6	499.2	419.2	425.6
89	0	0	0	0	0	0	332.8	336	585.6	361.6	323.2	483.2	502.4	380.8
90	0	0	0	0	0	0	534.4	448	246.4	496	409.6	355.2	451.2	396.8
avg	0	0	0	0	0	0	404.267	409.92	410.24	441.28	398.08	420.587	399.467	408.96
delay	0.295082	0.315068	0.973684	0.851351	0.788889	0.745763	564.994	575.743	534.795	575.283	556.264	524.317	551.575	551.152
loss	0	0	0	0	0	0	0.684052	0.685404	0.416164	0.684676	0.881404	0.397465	0.86811	0.878565
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=35e6', '--ratio=0.375', '--RngRun=40', '--locationFile=locationtxt/locationFile222.txt', '--routingFile=locationtxt/routingFile222.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
