Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.724s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14
60	15.4	14	13.6	16.8	16.8	11.6	12.4	14	17	15.6	15	14.4	17	14
61	0	0	0	0	0	0	262.4	540.8	630.4	560	422.4	742.4	640	822.4
62	0	0	0	0	0	0	444.8	467.2	518.4	416	537.6	412.8	566.4	451.2
63	0	0	0	0	0	0	294.4	342.4	470.4	515.2	275.2	492.8	371.2	358.4
64	0	0	0	0	0	0	435.2	396.8	435.2	377.6	550.4	368	492.8	387.2
65	0	0	0	0	0	0	553.6	355.2	460.8	272	441.6	435.2	470.4	403.2
66	0	0	0	0	0	0	403.2	537.6	400	400	521.6	512	313.6	384
67	0	0	0	0	0	0	537.6	316.8	403.2	534.4	387.2	515.2	537.6	438.4
68	0	0	0	0	0	0	432	550.4	352	592	489.6	316.8	412.8	412.8
69	0	0	0	0	0	0	448	425.6	355.2	355.2	262.4	368	358.4	268.8
70	0	0	0	0	0	0	428.8	432	473.6	432	361.6	348.8	332.8	419.2
71	0	0	0	0	0	0	387.2	425.6	451.2	419.2	435.2	451.2	377.6	422.4
72	0	0	0	0	0	0	524.8	432	400	531.2	390.4	448	236.8	320
73	0	0	0	0	0	0	624	454.4	400	259.2	540.8	412.8	313.6	358.4
74	0	0	0	0	0	0	278.4	528	556.8	377.6	291.2	476.8	329.6	486.4
75	0	0	0	0	0	0	396.8	348.8	371.2	377.6	486.4	425.6	403.2	454.4
76	0	0	0	0	0	0	300.8	374.4	441.6	323.2	412.8	480	492.8	368
77	0	0	0	0	0	0	352	400	499.2	512	377.6	348.8	438.4	409.6
78	0	0	0	0	0	0	352	380.8	592	361.6	310.4	428.8	476.8	323.2
79	0	0	0	0	0	0	512	400	352	444.8	348.8	243.2	377.6	470.4
80	0	0	0	0	0	0	428.8	313.6	361.6	441.6	694.4	451.2	336	368
81	0	0	0	0	0	0	281.6	425.6	451.2	496	380.8	396.8	406.4	422.4
82	0	0	0	0	0	0	428.8	316.8	326.4	390.4	448	406.4	492.8	476.8
83	0	0	0	0	0	0	473.6	454.4	521.6	329.6	390.4	483.2	492.8	294.4
84	0	0	0	0	0	0	278.4	454.4	428.8	339.2	368	393.6	329.6	457.6
85	0	0	0	0	0	0	332.8	419.2	460.8	572.8	396.8	419.2	400	323.2
86	0	0	0	0	0	0	496	566.4	403.2	380.8	464	358.4	425.6	480
87	0	0	0	0	0	0	448	352	348.8	304	454.4	464	390.4	416
88	0	0	0	0	0	0	448	412.8	448	422.4	345.6	412.8	425.6	377.6
89	0	0	0	0	0	0	416	432	416	355.2	371.2	304	435.2	604.8
90	0	0	0	0	0	0	448	438.4	409.6	499.2	326.4	416	432	425.6
avg	0	0	0	0	0	0	414.933	423.147	437.973	419.733	416.107	424.427	416.96	420.16
delay	0.428571	0.285714	0.705882	0.702381	0.72619	0.706897	573.437	578.645	567.029	559.508	572.502	537.372	535.96	538.266
loss	0	0	0	0	0	0	0.887658	0.691914	0.880623	0.681771	0.702731	0.412664	0.33177	0.388821
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=35e6', '--ratio=0.375', '--RngRun=11', '--locationFile=locationtxt/locationFile222.txt', '--routingFile=locationtxt/routingFile222.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
