Dst	Src	HeMcs	Txlevel	Num	isObss
12 	  11	  4	  9	  580	  0
11 	  12	  4	  9	  1238	  0
8 	  7	  4	  9	  740	  0
7 	  8	  4	  9	  1058	  0
4 	  3	  4	  9	  794	  0
11 	  10	  4	  9	  701	  0
3 	  4	  4	  9	  1435	  0
10 	  11	  4	  9	  999	  0
3 	  2	  4	  9	  887	  0
2 	  3	  4	  9	  1160	  0
7 	  6	  4	  9	  806	  0
6 	  7	  4	  9	  859	  0
10 	  9	  4	  9	  815	  0
9 	  10	  4	  9	  1022	  0
6 	  5	  4	  9	  998	  0
5 	  6	  4	  9	  1087	  0
2 	  1	  4	  9	  953	  0
1 	  2	  4	  9	  986	  0
16 	  15	  4	  9	  802	  0
15 	  16	  4	  9	  1295	  0
15 	  14	  4	  9	  857	  0
14 	  15	  4	  9	  996	  0
14 	  13	  4	  9	  1016	  0
13 	  14	  4	  9	  884	  0
3 	  4	  4	  10	  5	  1
11 	  12	  4	  10	  11	  1
1 	  2	  4	  10	  4	  1
7 	  6	  4	  10	  5	  1
11 	  10	  4	  10	  1	  1
2 	  3	  4	  10	  4	  1
10 	  11	  4	  10	  1	  1

 TotalTx Number= 23000

 TotalReset Number= 3588
