Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.701s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14
60	18.4	14.4	16.2	14.8	16.2	12.2	16.4	16.6	14.8	13.4	13.8	13.4	16	14.6
61	0	0	0	0	0	0	835.2	720	979.2	547.2	588.8	812.8	649.6	547.2
62	0	0	0	0	0	0	905.6	844.8	720	681.6	691.2	800	854.4	851.2
63	0	0	0	0	0	0	652.8	572.8	748.8	937.6	646.4	684.8	787.2	832
64	0	0	0	0	0	0	608	710.4	1075.2	700.8	838.4	832	652.8	448
65	0	0	0	0	0	0	678.4	844.8	816	524.8	848	499.2	755.2	585.6
66	0	0	0	0	0	0	518.4	428.8	729.6	844.8	720	588.8	1033.6	656
67	0	0	0	0	0	0	473.6	633.6	857.6	521.6	524.8	809.6	704	924.8
68	0	0	0	0	0	0	668.8	646.4	707.2	758.4	870.4	646.4	691.2	675.2
69	0	0	0	0	0	0	1011.2	854.4	704	377.6	736	550.4	697.6	675.2
70	0	0	0	0	0	0	726.4	745.6	678.4	595.2	918.4	800	601.6	611.2
71	0	0	0	0	0	0	768	870.4	556.8	720	678.4	521.6	739.2	838.4
72	0	0	0	0	0	0	576	713.6	739.2	726.4	707.2	457.6	870.4	931.2
73	0	0	0	0	0	0	774.4	745.6	899.2	956.8	457.6	512	624	707.2
74	0	0	0	0	0	0	435.2	752	688	649.6	777.6	710.4	806.4	880
75	0	0	0	0	0	0	534.4	563.2	624	992	688	547.2	809.6	1091.2
76	0	0	0	0	0	0	620.8	684.8	592	835.2	627.2	700.8	992	515.2
77	0	0	0	0	0	0	582.4	825.6	902.4	627.2	688	944	681.6	627.2
78	0	0	0	0	0	0	851.2	921.6	694.4	662.4	550.4	889.6	672	598.4
79	0	0	0	0	0	0	608	726.4	768	636.8	809.6	899.2	934.4	675.2
80	0	0	0	0	0	0	816	844.8	800	576	505.6	656	1161.6	406.4
81	0	0	0	0	0	0	742.4	534.4	739.2	694.4	921.6	492.8	595.2	828.8
82	0	0	0	0	0	0	716.8	518.4	937.6	876.8	752	572.8	688	681.6
83	0	0	0	0	0	0	1027.2	579.2	844.8	524.8	992	764.8	694.4	624
84	0	0	0	0	0	0	905.6	681.6	697.6	723.2	816	617.6	771.2	611.2
85	0	0	0	0	0	0	921.6	614.4	1033.6	544	601.6	646.4	720	688
86	0	0	0	0	0	0	745.6	678.4	790.4	720	563.2	748.8	729.6	614.4
87	0	0	0	0	0	0	579.2	912	707.2	608	905.6	819.2	729.6	454.4
88	0	0	0	0	0	0	828.8	601.6	710.4	742.4	777.6	771.2	528	665.6
89	0	0	0	0	0	0	553.6	732.8	860.8	704	976	656	627.2	672
90	0	0	0	0	0	0	649.6	803.2	665.6	771.2	652.8	643.2	819.2	848
avg	0	0	0	0	0	0	710.507	710.187	775.573	692.693	727.68	686.507	754.027	692.16
delay	0.336957	0.25	0.716049	0.72973	0.802469	0.885246	478.199	489.903	478.52	483.263	490.939	484.215	486.905	485.057
loss	0	0	0	0	0	0	0.220126	0.10766	0.0641283	0.244541	0.219917	0.119617	0.116412	0.255556
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=15e6', '--ratio=0.375', '--RngRun=41', '--locationFile=locationtxt/locationFile222.txt', '--routingFile=locationtxt/routingFile222.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
