Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.709s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14
60	17	15.2	13.8	14	12.2	12.6	17.4	12.4	18	14.4	12.6	10.8	17.6	15
61	0	0	0	0	0	0	736	566.4	640	966.4	1046.4	467.2	771.2	598.4
62	0	0	0	0	0	0	723.2	588.8	1008	947.2	883.2	601.6	704	771.2
63	0	0	0	0	0	0	582.4	732.8	864	793.6	883.2	873.6	499.2	966.4
64	0	0	0	0	0	0	784	889.6	784	745.6	860.8	560	499.2	780.8
65	0	0	0	0	0	0	883.2	451.2	662.4	1145.6	659.2	601.6	576	483.2
66	0	0	0	0	0	0	652.8	601.6	816	713.6	684.8	729.6	646.4	886.4
67	0	0	0	0	0	0	758.4	508.8	992	892.8	518.4	736	700.8	819.2
68	0	0	0	0	0	0	560	736	633.6	579.2	736	812.8	912	675.2
69	0	0	0	0	0	0	694.4	742.4	915.2	745.6	835.2	633.6	771.2	499.2
70	0	0	0	0	0	0	694.4	985.6	771.2	560	595.2	691.2	825.6	841.6
71	0	0	0	0	0	0	630.4	656	604.8	854.4	940.8	867.2	544	771.2
72	0	0	0	0	0	0	784	886.4	579.2	844.8	688	601.6	585.6	755.2
73	0	0	0	0	0	0	960	499.2	512	809.6	553.6	713.6	796.8	825.6
74	0	0	0	0	0	0	755.2	825.6	643.2	668.8	780.8	780.8	700.8	812.8
75	0	0	0	0	0	0	531.2	499.2	822.4	886.4	860.8	620.8	870.4	832
76	0	0	0	0	0	0	982.4	681.6	592	563.2	800	713.6	624	726.4
77	0	0	0	0	0	0	521.6	643.2	934.4	780.8	681.6	508.8	739.2	704
78	0	0	0	0	0	0	857.6	876.8	819.2	492.8	582.4	691.2	681.6	659.2
79	0	0	0	0	0	0	745.6	848	646.4	627.2	627.2	758.4	681.6	624
80	0	0	0	0	0	0	764.8	800	716.8	1049.6	592	588.8	806.4	544
81	0	0	0	0	0	0	678.4	755.2	627.2	697.6	739.2	748.8	582.4	915.2
82	0	0	0	0	0	0	803.2	713.6	540.8	758.4	819.2	614.4	668.8	902.4
83	0	0	0	0	0	0	787.2	624	598.4	812.8	659.2	579.2	1033.6	566.4
84	0	0	0	0	0	0	819.2	812.8	624	905.6	710.4	912	448	713.6
85	0	0	0	0	0	0	710.4	716.8	668.8	515.2	803.2	566.4	953.6	880
86	0	0	0	0	0	0	1017.6	483.2	1123.2	540.8	406.4	627.2	720	848
87	0	0	0	0	0	0	908.8	697.6	768	672	668.8	556.8	867.2	716.8
88	0	0	0	0	0	0	915.2	844.8	486.4	787.2	883.2	576	720	515.2
89	0	0	0	0	0	0	928	800	640	566.4	624	665.6	857.6	758.4
90	0	0	0	0	0	0	716.8	774.4	819.2	774.4	585.6	732.8	707.2	704
avg	0	0	0	0	0	0	762.88	708.053	728.427	756.587	723.627	671.04	716.48	736.533
delay	0.317647	0.276316	0.73913	0.7	0.704918	0.730159	466.665	468.03	460.112	468.23	467.528	470.391	472.832	470.102
loss	0	0	0	0	0	0	0.098434	0.175799	0.180851	0.086758	0.0814978	0.0910747	0.0756646	0.193059
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=15e6', '--ratio=0.375', '--RngRun=38', '--locationFile=locationtxt/locationFile222.txt', '--routingFile=locationtxt/routingFile222.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
