Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.743s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14
60	14.8	12.2	13	16	14.4	17.2	16	11.4	17	15.4	14	13.2	14.2	16.6
61	0	0	0	0	0	0	240	1008	614.4	902.4	1017.6	819.2	512	822.4
62	0	0	0	0	0	0	825.6	544	505.6	460.8	537.6	566.4	422.4	668.8
63	0	0	0	0	0	0	508.8	556.8	585.6	643.2	592	489.6	502.4	707.2
64	0	0	0	0	0	0	627.2	643.2	556.8	544	425.6	630.4	608	441.6
65	0	0	0	0	0	0	691.2	435.2	604.8	512	592	406.4	563.2	547.2
66	0	0	0	0	0	0	489.6	553.6	387.2	780.8	409.6	502.4	387.2	604.8
67	0	0	0	0	0	0	627.2	486.4	329.6	518.4	352	460.8	550.4	556.8
68	0	0	0	0	0	0	643.2	537.6	512	592	643.2	505.6	438.4	598.4
69	0	0	0	0	0	0	480	633.6	380.8	409.6	406.4	505.6	579.2	598.4
70	0	0	0	0	0	0	473.6	579.2	467.2	342.4	636.8	550.4	540.8	483.2
71	0	0	0	0	0	0	435.2	515.2	499.2	537.6	694.4	508.8	419.2	560
72	0	0	0	0	0	0	684.8	512	441.6	486.4	435.2	528	563.2	444.8
73	0	0	0	0	0	0	534.4	483.2	454.4	547.2	537.6	240	483.2	444.8
74	0	0	0	0	0	0	534.4	630.4	489.6	592	483.2	550.4	489.6	636.8
75	0	0	0	0	0	0	374.4	390.4	435.2	422.4	345.6	694.4	604.8	547.2
76	0	0	0	0	0	0	483.2	502.4	566.4	512	310.4	441.6	633.6	441.6
77	0	0	0	0	0	0	425.6	572.8	556.8	672	524.8	524.8	435.2	457.6
78	0	0	0	0	0	0	460.8	876.8	566.4	483.2	729.6	368	345.6	486.4
79	0	0	0	0	0	0	403.2	368	390.4	588.8	489.6	563.2	572.8	505.6
80	0	0	0	0	0	0	486.4	620.8	476.8	505.6	524.8	438.4	483.2	425.6
81	0	0	0	0	0	0	579.2	470.4	464	745.6	540.8	544	422.4	515.2
82	0	0	0	0	0	0	784	425.6	572.8	470.4	544	608	387.2	569.6
83	0	0	0	0	0	0	592	518.4	364.8	470.4	377.6	550.4	374.4	521.6
84	0	0	0	0	0	0	374.4	745.6	505.6	438.4	819.2	454.4	624	633.6
85	0	0	0	0	0	0	473.6	435.2	508.8	508.8	441.6	377.6	374.4	550.4
86	0	0	0	0	0	0	400	528	460.8	595.2	486.4	422.4	563.2	579.2
87	0	0	0	0	0	0	560	515.2	390.4	460.8	656	595.2	470.4	531.2
88	0	0	0	0	0	0	614.4	480	572.8	441.6	560	694.4	492.8	505.6
89	0	0	0	0	0	0	486.4	537.6	614.4	393.6	646.4	374.4	636.8	374.4
90	0	0	0	0	0	0	448	646.4	636.8	329.6	499.2	444.8	368	486.4
avg	0	0	0	0	0	0	524.693	558.4	497.067	530.24	541.973	512	494.933	541.547
delay	0.27027	0.262295	0.738462	0.7125	0.736111	0.72093	523.9	576.973	571.606	551.95	563.914	526.426	555.425	570.167
loss	0	0	0	0	0	0	0.322989	0.625115	0.620935	0.849875	0.608775	0.311515	0.853165	0.645724
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=35e6', '--ratio=0.375', '--RngRun=36', '--locationFile=locationtxt/locationFile222.txt', '--routingFile=locationtxt/routingFile222.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
