Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.863s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14
60	14.8	14	13.2	13	15.2	16	13	13.4	13.8	13.4	16.8	16.4	15.8	15.6
61	0	0	0	0	0	0	480	691.2	374.4	505.6	729.6	617.6	806.4	470.4
62	0	0	0	0	0	0	576	755.2	451.2	473.6	633.6	780.8	672	620.8
63	0	0	0	0	0	0	675.2	553.6	585.6	713.6	697.6	524.8	611.2	678.4
64	0	0	0	0	0	0	521.6	640	665.6	611.2	624	528	524.8	604.8
65	0	0	0	0	0	0	425.6	688	793.6	716.8	672	601.6	444.8	649.6
66	0	0	0	0	0	0	675.2	684.8	768	707.2	489.6	726.4	630.4	835.2
67	0	0	0	0	0	0	761.6	902.4	691.2	627.2	544	553.6	444.8	569.6
68	0	0	0	0	0	0	809.6	643.2	544	726.4	617.6	787.2	755.2	646.4
69	0	0	0	0	0	0	585.6	656	707.2	643.2	774.4	742.4	521.6	502.4
70	0	0	0	0	0	0	521.6	649.6	620.8	566.4	540.8	560	646.4	652.8
71	0	0	0	0	0	0	704	691.2	678.4	633.6	624	643.2	627.2	505.6
72	0	0	0	0	0	0	867.2	592	720	502.4	822.4	643.2	502.4	432
73	0	0	0	0	0	0	812.8	524.8	675.2	672	524.8	585.6	508.8	560
74	0	0	0	0	0	0	620.8	720	534.4	547.2	784	566.4	560	688
75	0	0	0	0	0	0	496	553.6	374.4	816	624	816	544	739.2
76	0	0	0	0	0	0	656	707.2	585.6	588.8	601.6	384	777.6	713.6
77	0	0	0	0	0	0	672	809.6	668.8	630.4	627.2	604.8	396.8	528
78	0	0	0	0	0	0	803.2	620.8	691.2	592	672	544	828.8	697.6
79	0	0	0	0	0	0	787.2	761.6	572.8	643.2	556.8	598.4	892.8	812.8
80	0	0	0	0	0	0	633.6	608	684.8	656	681.6	736	697.6	624
81	0	0	0	0	0	0	803.2	806.4	537.6	572.8	665.6	620.8	553.6	713.6
82	0	0	0	0	0	0	582.4	723.2	518.4	598.4	732.8	569.6	825.6	432
83	0	0	0	0	0	0	656	636.8	492.8	496	713.6	716.8	848	739.2
84	0	0	0	0	0	0	684.8	515.2	729.6	732.8	467.2	723.2	492.8	547.2
85	0	0	0	0	0	0	691.2	611.2	633.6	358.4	476.8	672	732.8	556.8
86	0	0	0	0	0	0	592	464	707.2	585.6	627.2	598.4	566.4	710.4
87	0	0	0	0	0	0	716.8	780.8	668.8	470.4	656	672	649.6	620.8
88	0	0	0	0	0	0	569.6	684.8	467.2	780.8	668.8	537.6	710.4	630.4
89	0	0	0	0	0	0	707.2	726.4	665.6	505.6	515.2	521.6	560	704
90	0	0	0	0	0	0	387.2	748.8	640	512	556.8	620.8	492.8	544
avg	0	0	0	0	0	0	649.173	671.68	614.933	606.187	630.72	626.56	627.52	624.32
delay	0.297297	0.257143	0.909091	0.861538	0.868421	0.7375	12.0474	12.1963	8.2691	7.37898	8.79634	9.11905	7.07746	11.7925
loss	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=10e6', '--ratio=0.375', '--RngRun=43', '--locationFile=locationtxt/locationFile222.txt', '--routingFile=locationtxt/routingFile222.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
