Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (1.347s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14
60	13.6	13.4	13.4	15.8	14.6	16	16.8	12.6	13.2	13.2	18	14.4	17.4	14
61	0	0	0	0	0	0	611.2	899.2	854.4	704	732.8	486.4	838.4	886.4
62	0	0	0	0	0	0	707.2	841.6	659.2	819.2	710.4	796.8	608	601.6
63	0	0	0	0	0	0	736	755.2	649.6	502.4	819.2	496	480	508.8
64	0	0	0	0	0	0	969.6	726.4	384	617.6	560	633.6	412.8	556.8
65	0	0	0	0	0	0	800	486.4	566.4	550.4	620.8	643.2	761.6	534.4
66	0	0	0	0	0	0	684.8	755.2	720	435.2	630.4	492.8	675.2	886.4
67	0	0	0	0	0	0	665.6	720	336	480	777.6	544	684.8	787.2
68	0	0	0	0	0	0	672	534.4	764.8	707.2	713.6	675.2	419.2	720
69	0	0	0	0	0	0	643.2	684.8	643.2	496	812.8	787.2	470.4	374.4
70	0	0	0	0	0	0	812.8	796.8	896	668.8	464	739.2	236.8	668.8
71	0	0	0	0	0	0	345.6	668.8	809.6	723.2	630.4	633.6	860.8	1008
72	0	0	0	0	0	0	387.2	636.8	582.4	563.2	832	771.2	649.6	726.4
73	0	0	0	0	0	0	524.8	668.8	726.4	585.6	556.8	819.2	636.8	662.4
74	0	0	0	0	0	0	672	550.4	838.4	707.2	579.2	774.4	460.8	694.4
75	0	0	0	0	0	0	867.2	576	518.4	515.2	550.4	656	915.2	585.6
76	0	0	0	0	0	0	620.8	857.6	704	764.8	828.8	473.6	547.2	598.4
77	0	0	0	0	0	0	489.6	502.4	563.2	675.2	630.4	768	886.4	832
78	0	0	0	0	0	0	659.2	556.8	643.2	595.2	496	496	457.6	921.6
79	0	0	0	0	0	0	419.2	892.8	812.8	681.6	736	592	601.6	662.4
80	0	0	0	0	0	0	713.6	556.8	985.6	563.2	726.4	457.6	608	668.8
81	0	0	0	0	0	0	505.6	435.2	768	902.4	585.6	576	640	809.6
82	0	0	0	0	0	0	787.2	601.6	396.8	854.4	611.2	326.4	752	604.8
83	0	0	0	0	0	0	790.4	652.8	470.4	512	620.8	576	710.4	896
84	0	0	0	0	0	0	624	515.2	422.4	723.2	585.6	796.8	432	886.4
85	0	0	0	0	0	0	400	816	656	489.6	889.6	796.8	457.6	582.4
86	0	0	0	0	0	0	736	723.2	531.2	569.6	611.2	736	688	700.8
87	0	0	0	0	0	0	582.4	681.6	1110.4	576	742.4	304	633.6	832
88	0	0	0	0	0	0	659.2	697.6	665.6	588.8	608	588.8	726.4	665.6
89	0	0	0	0	0	0	918.4	611.2	617.6	441.6	704	678.4	592	684.8
90	0	0	0	0	0	0	592	588.8	723.2	617.6	851.2	985.6	617.6	556.8
avg	0	0	0	0	0	0	653.227	666.347	667.307	621.013	673.92	636.693	615.36	703.467
delay	0.25	0.253731	0.716418	0.772152	0.876712	0.7375	498.723	493.23	495.804	499.62	500.87	499.357	496.607	499.236
loss	0	0	0	0	0	0	0.21371	0.236967	0.18097	0.212214	0.48135	0.236196	0.247934	0.211991
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=20e6', '--ratio=0.375', '--RngRun=45', '--locationFile=locationtxt/locationFile222.txt', '--routingFile=locationtxt/routingFile222.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
