Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.380s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	13	14.8
61	960	1005.12
62	1310.88	1022.24
63	947.52	1319.52
64	1269.12	1194.24
65	983.36	890.88
66	1175.68	1118.4
67	1360.96	1237.44
68	1228.64	1189.92
69	1145.12	1264.96
70	1126.72	1073.76
71	1677.28	857.12
72	988.64	1401.28
73	1219.2	1144.16
74	1004.48	1187.52
75	1270.56	1084.32
76	1167.36	1214.24
77	1311.84	1161.76
78	1232.32	1072.8
79	1065.12	968.96
80	1113.44	1100.32
81	1015.36	1432.64
82	1112.48	1083.2
83	1013.92	1013.6
84	1130.24	1212.64
85	1034.4	1101.28
86	1197.76	1077.28
87	1312.16	1009.92
88	1217.28	1080.8
89	1088.8	1395.04
90	1025.6	1262.24
91	1088.64	1363.84
92	1349.12	1016
93	1288.16	1247.36
94	866.88	1152.32
95	1142.88	1130.88
96	1253.92	965.6
97	1228	1244.64
98	964.48	1280.8
99	1110.72	1237.12
100	1209.6	991.36
101	1192.16	1030.4
102	1489.76	1049.28
103	1324	1052.64
104	927.04	1237.76
105	1290.4	1179.52
106	1029.76	1416.16
107	1377.6	1180
108	1023.2	1082.4
109	1113.76	1068.8
110	1091.2	1065.28
111	1189.44	1411.04
112	1249.76	1063.2
113	957.12	1330.4
114	786.24	1412
115	1164.64	1095.2
116	1447.68	1117.44
117	1228.96	1072.64
118	1275.2	1215.2
119	1148.32	1203.36
120	1116.32	1498.08
avg	1160.52	1159.81
delay	183.251	184.26
loss	0.0105015	0.01085
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs4', '--datarate=25e5', '--packetSize=2e2', '--tcp=0', '--RngRun=47'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
