Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.677s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	14	13.2
61	979.36	1160.96
62	1069.6	1263.52
63	1091.52	1099.84
64	1264.48	1053.6
65	1001.28	1086.4
66	1247.68	1220.96
67	1088.96	1018.56
68	979.2	992.32
69	981.6	1061.6
70	984	1008
71	990.4	983.36
72	1360.96	880.16
73	1134.24	1181.28
74	1129.12	1205.76
75	1034.88	1140.32
76	984.32	1052.16
77	982.88	947.04
78	1098.56	1019.2
79	1039.68	1200.48
80	1262.08	1022.24
81	1246.72	1258.08
82	1063.04	982.72
83	1239.68	1020.48
84	1035.52	956.64
85	1038.72	1012.16
86	1112.96	1056.48
87	1089.76	1076.32
88	864.96	1304.96
89	1002.56	1021.76
90	1104.96	1180.48
91	1013.44	1014.4
92	1059.52	1142.88
93	1266.88	1323.36
94	1001.76	1028.32
95	1110.56	1079.04
96	899.2	980
97	1022.88	954.4
98	1004.8	1110.08
99	990.88	958.88
100	972.48	1170.72
101	1137.44	980.16
102	1246.08	1115.52
103	1023.04	997.44
104	1054.72	1078.4
105	1158.72	1075.36
106	1141.44	1016.48
107	1026.4	958.24
108	1017.44	1075.52
109	1042.24	1030.24
110	982.4	1011.84
111	992.64	994.88
112	1062.72	1073.92
113	1013.28	1000.8
114	1296.96	1100.48
115	1163.68	965.28
116	1087.2	1062.4
117	927.68	967.04
118	1105.28	1081.92
119	967.36	1043.52
120	990.4	1121.92
avg	1071.39	1066.35
delay	215.622	723.503
loss	0.00103542	0.395683
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs4', '--datarate=30e5', '--packetSize=2e2', '--tcp=0', '--RngRun=9'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
