Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.761s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6
60	14.2	14.2	16.4	13.8	16.4	12.4
61	0	0	2307.2	1388.8	1763.2	1750.4
62	0	0	1337.6	1388.8	1184	1270.4
63	0	0	1321.6	1244.8	1177.6	1369.6
64	0	0	908.8	1443.2	995.2	1072
65	0	0	1251.2	1366.4	998.4	1472
66	0	0	1129.6	1107.2	1696	1276.8
67	0	0	1404.8	1257.6	1212.8	1193.6
68	0	0	1238.4	1062.4	1350.4	1500.8
69	0	0	1459.2	1334.4	1030.4	1225.6
70	0	0	1328	1273.6	1420.8	796.8
71	0	0	1331.2	1369.6	1116.8	1206.4
