Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.740s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6
60	14.6	17.4	15.2	15	14	15.8
61	0	0	1472	1993.6	2377.6	1107.2
62	0	0	1603.2	1689.6	1660.8	1849.6
63	0	0	1980.8	2080	1824	1532.8
64	0	0	1724.8	1897.6	2371.2	1801.6
65	0	0	1939.2	2409.6	1734.4	1641.6
66	0	0	1718.4	2099.2	2099.2	1900.8
67	0	0	1888	1539.2	2083.2	2256
68	0	0	1849.6	1436.8	1952	1292.8
69	0	0	1657.6	1718.4	1964.8	2076.8
70	0	0	2070.4	1545.6	1772.8	2051.2
71	0	0	1756.8	2096	2003.2	1728
72	0	0	1977.6	2054.4	1776	1993.6
73	0	0	2003.2	1852.8	2524.8	1356.8
74	0	0	2227.2	1712	1724.8	1932.8
75	0	0	1734.4	1753.6	1760	2265.6
76	0	0	2281.6	1900.8	2108.8	1446.4
77	0	0	2041.6	2179.2	1872	1680
78	0	0	1686.4	2064	1808	2099.2
79	0	0	2169.6	1814.4	2096	1648
80	0	0	1904	1491.2	1929.6	2368
81	0	0	1980.8	1852.8	1948.8	1878.4
82	0	0	1660.8	2012.8	2054.4	2054.4
83	0	0	2092.8	1395.2	1868.8	2147.2
84	0	0	2192	2124.8	1696	1724.8
85	0	0	1686.4	1532.8	1766.4	1948.8
86	0	0	2044.8	1881.6	2070.4	1670.4
87	0	0	2070.4	1344	2460.8	1862.4
88	0	0	1804.8	1651.2	1990.4	2236.8
89	0	0	1606.4	1593.6	1916.8	1564.8
90	0	0	1910.4	1923.2	2083.2	1299.2
avg	0	0	1891.2	1821.33	1976.64	1813.87
delay	0.246575	0.287356	133.287	127.167	133.02	139.852
loss	0	0	0	0	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=15e6', '--ratio=0.375', '--RngRun=39', '--locationFile=locationtxt/locationFile22.txt', '--routingFile=locationtxt/routingFile22.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
