Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.820s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6
60	17.8	13.6	13.8	18.6	14.6	15.8
61	0	0	2089.6	1904	2054.4	1382.4
62	0	0	1241.6	1420.8	1488	2204.8
63	0	0	1299.2	1059.2	1564.8	1049.6
64	0	0	1622.4	1065.6	1536	966.4
65	0	0	1360	1363.2	931.2	1376
66	0	0	1212.8	1148.8	1513.6	1468.8
67	0	0	1619.2	1462.4	1401.6	1107.2
68	0	0	1398.4	1683.2	1126.4	1107.2
69	0	0	1721.6	1155.2	1251.2	1462.4
70	0	0	937.6	1468.8	1632	1126.4
71	0	0	1372.8	1382.4	1430.4	1334.4
72	0	0	1369.6	1356.8	1481.6	1350.4
73	0	0	1356.8	1756.8	1360	1737.6
74	0	0	1462.4	947.2	1404.8	1776
75	0	0	1196.8	1376	1504	1494.4
76	0	0	1392	1417.6	1203.2	1670.4
77	0	0	1132.8	1260.8	1264	1337.6
78	0	0	1385.6	1395.2	1580.8	1500.8
79	0	0	1433.6	1497.6	1356.8	1187.2
80	0	0	1248	1254.4	1286.4	1417.6
81	0	0	1360	1340.8	1337.6	1225.6
82	0	0	1340.8	1171.2	1529.6	1398.4
83	0	0	1212.8	1411.2	1270.4	1334.4
84	0	0	1548.8	1158.4	1596.8	1014.4
85	0	0	1462.4	1020.8	1766.4	1180.8
86	0	0	1500.8	1244.8	2169.6	1152
87	0	0	1628.8	1244.8	1801.6	1126.4
88	0	0	1283.2	1254.4	1235.2	1446.4
89	0	0	1033.6	1446.4	2028.8	1491.2
90	0	0	1238.4	1465.6	1340.8	1299.2
avg	0	0	1382.08	1337.81	1481.6	1357.55
delay	0.258427	0.25	502.135	525.891	524.676	531.061
loss	0	0	0.240186	0.719648	0.400445	0.730748
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=30e6', '--ratio=0.375', '--RngRun=6', '--locationFile=locationtxt/locationFile22.txt', '--routingFile=locationtxt/routingFile22.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
