Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.834s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6
60	11.4	14	16.6	15	12.8	14.8
61	0	0	2179.2	1526.4	1808	1801.6
62	0	0	1270.4	1958.4	1491.2	1814.4
63	0	0	1888	2028.8	1017.6	1062.4
64	0	0	1484.8	1507.2	1196.8	2035.2
65	0	0	1516.8	1683.2	1769.6	1308.8
66	0	0	995.2	1824	1888	1868.8
67	0	0	1574.4	1526.4	1654.4	1312
68	0	0	2038.4	976	1632	1740.8
69	0	0	1360	1830.4	1264	1564.8
70	0	0	1411.2	1385.6	1120	1395.2
71	0	0	1884.8	1603.2	1305.6	1472
72	0	0	1619.2	1347.2	1337.6	1792
73	0	0	1020.8	1692.8	1676.8	1600
74	0	0	1484.8	1683.2	1340.8	1612.8
75	0	0	1542.4	979.2	1433.6	1734.4
76	0	0	1683.2	1004.8	1721.6	1484.8
77	0	0	921.6	1734.4	1990.4	1728
78	0	0	1878.4	1046.4	1331.2	2252.8
79	0	0	854.4	1568	1670.4	1996.8
80	0	0	1696	1724.8	1459.2	1619.2
81	0	0	969.6	1840	1411.2	2041.6
82	0	0	1577.6	1651.2	985.6	1865.6
83	0	0	1827.2	1657.6	1376	828.8
84	0	0	1232	1820.8	1363.2	1324.8
85	0	0	1270.4	1056	2134.4	1577.6
86	0	0	1980.8	992	1686.4	1232
87	0	0	2003.2	1763.2	998.4	992
88	0	0	1705.6	1433.6	1276.8	1248
89	0	0	1667.2	1318.4	2208	1097.6
90	0	0	1619.2	1699.2	1395.2	1152
avg	0	0	1538.56	1528.75	1498.13	1551.89
delay	0.245614	0.257143	492.284	492.212	487.976	499.067
loss	0	0	0.207277	0.534954	0.533083	0.207995
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=25e6', '--ratio=0.375', '--RngRun=13', '--locationFile=locationtxt/locationFile22.txt', '--routingFile=locationtxt/routingFile22.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
