Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.730s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6
60	14.2	14.2	16.4	13.8	16.4	12.4
61	0	0	2038.4	1884.8	1484.8	1990.4
62	0	0	1155.2	1318.4	1916.8	1027.2
63	0	0	1676.8	966.4	1427.2	1193.6
64	0	0	1600	1248	1513.6	1142.4
65	0	0	1395.2	1379.2	1212.8	1539.2
66	0	0	1462.4	1248	1244.8	1385.6
67	0	0	1785.6	1504	1059.2	1222.4
68	0	0	1238.4	1046.4	1686.4	1772.8
69	0	0	1654.4	1401.6	1113.6	1292.8
70	0	0	1574.4	1324.8	1731.2	1187.2
71	0	0	1142.4	1676.8	1433.6	1446.4
