Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.705s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6
60	15.6	13	14.4	18.8	14.6	15.4
61	0	0	1968	1712	1552	2092.8
62	0	0	1609.6	1577.6	1219.2	2332.8
63	0	0	1894.4	1219.2	1478.4	1888
64	0	0	1443.2	1580.8	1686.4	1331.2
65	0	0	1657.6	1628.8	1849.6	1360
66	0	0	1350.4	1500.8	1299.2	2057.6
67	0	0	1529.6	1504	1619.2	1216
68	0	0	1241.6	1228.8	2032	1680
69	0	0	1772.8	1270.4	2275.2	1424
70	0	0	1289.6	1049.6	1635.2	1916.8
71	0	0	1641.6	1568	998.4	1436.8
72	0	0	1606.4	1801.6	1289.6	1318.4
73	0	0	1334.4	1452.8	2124.8	1292.8
74	0	0	1747.2	1139.2	1507.2	1385.6
75	0	0	1625.6	1286.4	1484.8	1500.8
76	0	0	1340.8	1651.2	1606.4	1532.8
77	0	0	1337.6	1830.4	1148.8	1760
78	0	0	1635.2	1472	1478.4	2156.8
79	0	0	1299.2	1747.2	1750.4	1321.6
80	0	0	1091.2	2281.6	1036.8	1977.6
81	0	0	2086.4	1782.4	1145.6	1315.2
82	0	0	1750.4	1193.6	1289.6	1456
83	0	0	1504	1872	1273.6	1139.2
84	0	0	1414.4	1603.2	1564.8	1299.2
85	0	0	2057.6	1664	1216	1552
86	0	0	1936	2217.6	1238.4	812.8
87	0	0	1622.4	1788.8	1084.8	1676.8
88	0	0	1891.2	979.2	1360	1766.4
89	0	0	1680	1225.6	1600	1155.2
90	0	0	1756.8	1392	1452.8	1638.4
avg	0	0	1603.84	1540.69	1476.59	1559.79
delay	0.25641	0.246154	488.089	493.003	485.895	478.015
loss	0	0	0.194651	0.21119	0.204906	0.544285
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=25e6', '--ratio=0.375', '--RngRun=4', '--locationFile=locationtxt/locationFile22.txt', '--routingFile=locationtxt/routingFile22.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
