Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.819s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6
60	14.2	14.2	16.4	13.8	16.4	12.4
61	0	0	1820.8	2051.2	1660.8	2019.2
62	0	0	1273.6	1414.4	2985.6	1884.8
63	0	0	2214.4	1859.2	1305.6	1459.2
64	0	0	1795.2	1356.8	1731.2	1673.6
65	0	0	1910.4	2006.4	822.4	1753.6
66	0	0	1609.6	1635.2	1603.2	1792
67	0	0	2051.2	1836.8	1548.8	1564.8
68	0	0	1632	2131.2	1673.6	1897.6
69	0	0	1734.4	1398.4	1014.4	2176
70	0	0	1574.4	1760	2073.6	1740.8
71	0	0	1436.8	1728	2060.8	1849.6
