Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.842s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6
60	11.4	14	16.6	15	12.8	14.8
61	0	0	2336	1273.6	1763.2	1942.4
62	0	0	1267.2	1632	1590.4	1196.8
63	0	0	1155.2	1334.4	1120	1004.8
64	0	0	1548.8	1270.4	1369.6	1411.2
65	0	0	1606.4	1260.8	1107.2	1372.8
66	0	0	1113.6	1504	1449.6	1443.2
67	0	0	1299.2	1302.4	1648	1270.4
68	0	0	1363.2	1158.4	1436.8	1347.2
69	0	0	1296	1219.2	1401.6	1459.2
70	0	0	1408	1254.4	1200	1024
71	0	0	1408	1385.6	1251.2	1254.4
72	0	0	1683.2	985.6	867.2	1500.8
73	0	0	1040	1296	1203.2	1440
74	0	0	1379.2	950.4	1312	1382.4
75	0	0	1401.6	1411.2	1129.6	1017.6
76	0	0	1376	1206.4	1382.4	1318.4
77	0	0	1171.2	1456	1545.6	1459.2
78	0	0	1241.6	1353.6	1068.8	1382.4
79	0	0	966.4	1305.6	1507.2	1424
80	0	0	1360	1222.4	1427.2	1465.6
81	0	0	992	1177.6	1251.2	1417.6
82	0	0	1385.6	1427.2	931.2	1420.8
83	0	0	1030.4	1427.2	1270.4	1142.4
84	0	0	1225.6	1414.4	1187.2	1376
85	0	0	1478.4	1152	1401.6	1270.4
86	0	0	1363.2	1388.8	969.6	1241.6
87	0	0	1145.6	1488	1228.8	1267.2
88	0	0	1180.8	1216	1257.6	1164.8
89	0	0	944	1481.6	1136	1283.2
90	0	0	1142.4	1491.2	1296	1289.6
avg	0	0	1310.29	1314.88	1290.35	1333.01
delay	0.245614	0.257143	571.702	595.47	567.069	571.185
loss	0	0	0.536486	0.799914	0.80086	0.520914
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=35e6', '--ratio=0.375', '--RngRun=13', '--locationFile=locationtxt/locationFile22.txt', '--routingFile=locationtxt/routingFile22.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
