Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.343s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12
60	13	16	12	11.8	14.6	16	16.4	12.8	16.4	11.6	15.4	17.8
61	1043.2	0	0	0	1052.8	640	476.8	1052.8	1459.2	995.2	1091.2	1142.4
62	604.8	0	0	0	505.6	787.2	1475.2	956.8	1014.4	614.4	979.2	729.6
63	726.4	0	0	0	800	636.8	982.4	924.8	707.2	678.4	419.2	585.6
64	729.6	0	0	0	716.8	499.2	691.2	729.6	931.2	944	902.4	752
65	668.8	0	0	0	1097.6	700.8	633.6	905.6	864	697.6	969.6	902.4
66	521.6	0	0	0	710.4	528	745.6	777.6	656	988.8	988.8	870.4
67	524.8	0	0	0	678.4	704	598.4	803.2	633.6	1318.4	822.4	716.8
68	979.2	0	0	0	611.2	518.4	947.2	956.8	924.8	793.6	560	723.2
69	601.6	0	0	0	716.8	822.4	697.6	601.6	921.6	806.4	576	486.4
70	480	0	0	0	771.2	764.8	550.4	550.4	332.8	444.8	1417.6	1052.8
71	825.6	0	0	0	595.2	470.4	924.8	969.6	1116.8	556.8	694.4	889.6
72	710.4	0	0	0	883.2	793.6	736	928	550.4	502.4	790.4	704
73	704	0	0	0	819.2	694.4	480	470.4	1097.6	1331.2	758.4	752
74	598.4	0	0	0	723.2	361.6	1126.4	851.2	592	732.8	505.6	796.8
75	1120	0	0	0	892.8	739.2	835.2	524.8	460.8	793.6	540.8	976
76	905.6	0	0	0	806.4	540.8	896	1139.2	976	1318.4	601.6	704
77	819.2	0	0	0	643.2	556.8	841.6	736	953.6	752	758.4	950.4
78	838.4	0	0	0	502.4	451.2	777.6	838.4	902.4	576	723.2	915.2
79	672	0	0	0	758.4	576	758.4	748.8	876.8	668.8	675.2	860.8
80	646.4	0	0	0	672	592	659.2	883.2	944	835.2	601.6	851.2
81	377.6	0	0	0	787.2	608	598.4	764.8	864	771.2	617.6	947.2
82	867.2	0	0	0	627.2	832	1027.2	691.2	736	768	812.8	652.8
83	470.4	0	0	0	803.2	518.4	614.4	704	716.8	1113.6	988.8	748.8
84	492.8	0	0	0	768	566.4	880	758.4	841.6	963.2	736	739.2
85	707.2	0	0	0	649.6	745.6	723.2	579.2	985.6	1014.4	806.4	732.8
86	918.4	0	0	0	806.4	681.6	784	646.4	515.2	454.4	665.6	662.4
87	777.6	0	0	0	608	460.8	544	451.2	969.6	1052.8	832	1033.6
msg="Invalid WifiPhy state.", file=../src/wifi/model/wifi-phy-state-helper.cc, line=410
terminate called without an active exception
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=30e6', '--ratio=0.375', '--RngRun=2', '--locationFile=locationtxt/locationFile42a.txt', '--routingFile=locationtxt/routingFile42.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGIOT. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
