Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.833s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4
60	14.2	15.6	15.6	15.4
61	4947.2	4620.8	4505.6	2681.6
62	4540.8	4172.8	3801.6	4726.4
63	3734.4	4028.8	3788.8	5379.2
64	4182.4	2832	4956.8	4003.2
65	3974.4	3414.4	5184	5276.8
66	2515.2	4697.6	3456	3632
67	4025.6	5411.2	3500.8	5036.8
68	5110.4	4934.4	4732.8	3907.2
69	4588.8	3664	4534.4	4112
70	4854.4	4806.4	3113.6	4748.8
71	4368	5376	2547.2	4624
72	5472	2931.2	5200	4243.2
73	3955.2	4630.4	3916.8	4960
74	3625.6	4089.6	4467.2	5132.8
75	4624	5363.2	3203.2	5251.2
76	4185.6	4204.8	5539.2	4486.4
77	4726.4	5180.8	4438.4	3692.8
78	4364.8	4790.4	4662.4	2438.4
79	3718.4	4956.8	3920	4732.8
80	4697.6	4272	4316.8	4851.2
81	3430.4	5257.6	5036.8	4508.8
82	3577.6	4278.4	4956.8	5552
83	5257.6	4201.6	2595.2	4364.8
84	3705.6	4812.8	3472	4144
85	4419.2	4816	3817.6	5344
86	4348.8	4796.8	4508.8	4646.4
87	4070.4	5008	3552	3724.8
88	4681.6	3958.4	4195.2	3670.4
89	4659.2	4636.8	4924.8	3628.8
90	5379.2	4038.4	3062.4	4480
avg	4324.69	4472.75	4130.24	4399.36
delay	33.3585	34.9853	32.6142	36.5292
loss	0	0	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=35e6', '--ratio=0.375', '--RngRun=22', '--locationFile=locationtxt/locationFile4.txt', '--routingFile=locationtxt/routingFile4.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
