Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.373s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14
60	15.4	16.2	14.8	11	13.8	15.2	14.6	15.8	15.8	14.6	13.6	12.4	15.4	15.2
61	0	0	0	0	0	0	1203.2	889.6	1008	1161.6	1046.4	947.2	598.4	624
62	0	0	0	0	0	0	454.4	844.8	598.4	828.8	963.2	982.4	857.6	745.6
63	0	0	0	0	0	0	646.4	860.8	832	681.6	646.4	835.2	675.2	771.2
64	0	0	0	0	0	0	585.6	598.4	745.6	816	675.2	864	630.4	899.2
65	0	0	0	0	0	0	812.8	620.8	652.8	496	656	768	723.2	524.8
66	0	0	0	0	0	0	592	729.6	793.6	774.4	585.6	774.4	569.6	636.8
67	0	0	0	0	0	0	566.4	643.2	630.4	636.8	803.2	739.2	723.2	656
68	0	0	0	0	0	0	691.2	694.4	969.6	755.2	793.6	809.6	966.4	553.6
69	0	0	0	0	0	0	553.6	774.4	636.8	841.6	601.6	659.2	569.6	854.4
70	0	0	0	0	0	0	819.2	489.6	579.2	857.6	579.2	780.8	643.2	620.8
71	0	0	0	0	0	0	678.4	870.4	768	624	656	643.2	579.2	832
72	0	0	0	0	0	0	614.4	608	627.2	777.6	848	764.8	803.2	528
73	0	0	0	0	0	0	694.4	707.2	806.4	697.6	809.6	441.6	640	748.8
74	0	0	0	0	0	0	793.6	496	825.6	729.6	652.8	912	649.6	684.8
75	0	0	0	0	0	0	700.8	761.6	521.6	809.6	614.4	678.4	947.2	956.8
76	0	0	0	0	0	0	649.6	649.6	726.4	675.2	528	956.8	614.4	691.2
77	0	0	0	0	0	0	643.2	742.4	672	822.4	553.6	806.4	320	809.6
78	0	0	0	0	0	0	595.2	796.8	691.2	787.2	899.2	937.6	524.8	640
79	0	0	0	0	0	0	460.8	736	624	582.4	579.2	566.4	489.6	492.8
80	0	0	0	0	0	0	752	492.8	736	780.8	921.6	640	857.6	675.2
81	0	0	0	0	0	0	473.6	707.2	1027.2	633.6	627.2	553.6	524.8	854.4
82	0	0	0	0	0	0	684.8	694.4	646.4	771.2	896	956.8	636.8	723.2
83	0	0	0	0	0	0	745.6	700.8	828.8	956.8	428.8	540.8	464	403.2
84	0	0	0	0	0	0	636.8	528	588.8	844.8	601.6	604.8	652.8	691.2
85	0	0	0	0	0	0	476.8	380.8	633.6	662.4	723.2	723.2	1033.6	611.2
86	0	0	0	0	0	0	531.2	928	921.6	691.2	582.4	403.2	534.4	681.6
87	0	0	0	0	0	0	723.2	624	640	748.8	1030.4	617.6	678.4	582.4
88	0	0	0	0	0	0	713.6	640	656	556.8	761.6	809.6	729.6	643.2
msg="Invalid WifiPhy state.", file=../src/wifi/model/wifi-phy-state-helper.cc, line=410
terminate called without an active exception
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=35e6', '--ratio=0.375', '--RngRun=47', '--locationFile=locationtxt/locationFile222.txt', '--routingFile=locationtxt/routingFile222.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGIOT. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
