Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.856s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14
60	15.8	10.4	12.6	13	15.8	14.6	15	15.8	15.6	14	13.6	15.4	13.6	14.2
61	0	0	0	0	0	0	956.8	1081.6	947.2	1068.8	764.8	310.4	828.8	502.4
62	0	0	0	0	0	0	726.4	892.8	726.4	608	627.2	816	592	713.6
63	0	0	0	0	0	0	563.2	582.4	595.2	531.2	640	518.4	662.4	688
64	0	0	0	0	0	0	380.8	595.2	550.4	518.4	700.8	544	448	854.4
65	0	0	0	0	0	0	764.8	598.4	553.6	585.6	633.6	659.2	572.8	473.6
66	0	0	0	0	0	0	457.6	636.8	512	508.8	598.4	864	550.4	716.8
67	0	0	0	0	0	0	483.2	649.6	627.2	505.6	627.2	454.4	502.4	566.4
68	0	0	0	0	0	0	614.4	579.2	684.8	716.8	611.2	576	505.6	588.8
69	0	0	0	0	0	0	684.8	560	704	348.8	710.4	400	617.6	729.6
70	0	0	0	0	0	0	537.6	828.8	665.6	508.8	838.4	672	681.6	678.4
71	0	0	0	0	0	0	729.6	739.2	400	736	563.2	563.2	764.8	528
72	0	0	0	0	0	0	384	662.4	707.2	572.8	745.6	374.4	416	572.8
73	0	0	0	0	0	0	486.4	716.8	672	547.2	611.2	444.8	736	726.4
74	0	0	0	0	0	0	896	560	739.2	588.8	438.4	598.4	528	553.6
75	0	0	0	0	0	0	748.8	806.4	867.2	531.2	579.2	636.8	214.4	534.4
76	0	0	0	0	0	0	617.6	761.6	544	476.8	668.8	889.6	473.6	851.2
77	0	0	0	0	0	0	640	755.2	617.6	467.2	838.4	668.8	774.4	464
78	0	0	0	0	0	0	710.4	611.2	486.4	572.8	489.6	489.6	636.8	585.6
79	0	0	0	0	0	0	640	691.2	672	441.6	720	694.4	537.6	883.2
80	0	0	0	0	0	0	710.4	579.2	771.2	611.2	521.6	483.2	748.8	566.4
81	0	0	0	0	0	0	470.4	656	700.8	656	681.6	668.8	534.4	534.4
82	0	0	0	0	0	0	560	633.6	819.2	627.2	409.6	755.2	614.4	448
83	0	0	0	0	0	0	656	492.8	633.6	422.4	707.2	678.4	598.4	444.8
84	0	0	0	0	0	0	540.8	771.2	624	953.6	489.6	624	697.6	576
85	0	0	0	0	0	0	473.6	528	428.8	796.8	515.2	624	617.6	620.8
86	0	0	0	0	0	0	691.2	595.2	496	518.4	771.2	512	681.6	710.4
87	0	0	0	0	0	0	595.2	492.8	739.2	768	553.6	720	870.4	720
88	0	0	0	0	0	0	768	556.8	668.8	448	598.4	489.6	640	675.2
89	0	0	0	0	0	0	502.4	691.2	595.2	713.6	649.6	451.2	636.8	585.6
90	0	0	0	0	0	0	924.8	742.4	697.6	707.2	697.6	406.4	467.2	592
avg	0	0	0	0	0	0	630.507	668.267	648.213	601.92	633.387	586.24	605.013	622.827
delay	0.240506	0.288462	0.714286	0.723077	0.822785	0.684932	504.617	510.061	532.767	524.139	531.213	529.222	530.598	533.659
loss	0	0	0	0	0	0	0.277983	0.697216	0.461145	0.742391	0.449724	0.475302	0.463547	0.710465
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=30e6', '--ratio=0.375', '--RngRun=10', '--locationFile=locationtxt/locationFile222.txt', '--routingFile=locationtxt/routingFile222.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
