Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.951s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14
60	13.4	11.8	13.4	16.4	12.8	16.4	13.8	13.8	14.2	14.4	14.4	16.6	16	15.8
61	0	0	0	0	0	0	752	604.8	979.2	998.4	1049.6	1024	800	1027.2
62	0	0	0	0	0	0	880	1072	864	899.2	694.4	972.8	931.2	803.2
63	0	0	0	0	0	0	1084.8	889.6	828.8	1401.6	960	470.4	864	758.4
64	0	0	0	0	0	0	1129.6	896	1024	1014.4	1049.6	915.2	1068.8	982.4
65	0	0	0	0	0	0	873.6	835.2	928	976	835.2	1209.6	1104	646.4
66	0	0	0	0	0	0	889.6	668.8	985.6	972.8	819.2	1049.6	889.6	1033.6
67	0	0	0	0	0	0	1065.6	704	1036.8	988.8	963.2	806.4	700.8	1126.4
68	0	0	0	0	0	0	883.2	934.4	1075.2	1008	924.8	1078.4	902.4	803.2
69	0	0	0	0	0	0	1139.2	832	1059.2	832	998.4	905.6	713.6	832
70	0	0	0	0	0	0	851.2	848	825.6	857.6	806.4	1212.8	915.2	1036.8
71	0	0	0	0	0	0	854.4	992	1209.6	940.8	905.6	956.8	972.8	1030.4
72	0	0	0	0	0	0	1219.2	764.8	748.8	851.2	793.6	1068.8	780.8	835.2
73	0	0	0	0	0	0	960	969.6	713.6	838.4	1036.8	819.2	1043.2	691.2
74	0	0	0	0	0	0	963.2	892.8	1049.6	928	896	1196.8	988.8	1155.2
75	0	0	0	0	0	0	736	1011.2	1020.8	921.6	899.2	956.8	755.2	1024
76	0	0	0	0	0	0	860.8	595.2	1017.6	1337.6	937.6	1024	934.4	1040
77	0	0	0	0	0	0	739.2	864	793.6	691.2	1078.4	1052.8	764.8	835.2
78	0	0	0	0	0	0	803.2	1084.8	851.2	848	969.6	867.2	1081.6	998.4
79	0	0	0	0	0	0	688	1033.6	1014.4	940.8	1113.6	1110.4	1139.2	665.6
80	0	0	0	0	0	0	931.2	1148.8	819.2	742.4	924.8	953.6	950.4	940.8
81	0	0	0	0	0	0	998.4	918.4	1555.2	1036.8	915.2	774.4	892.8	1014.4
82	0	0	0	0	0	0	1283.2	876.8	998.4	1081.6	870.4	825.6	1132.8	1033.6
83	0	0	0	0	0	0	1075.2	1011.2	656	803.2	1158.4	835.2	835.2	880
84	0	0	0	0	0	0	1027.2	819.2	1123.2	774.4	848	969.6	646.4	694.4
85	0	0	0	0	0	0	1046.4	1174.4	822.4	758.4	1116.8	1068.8	982.4	857.6
86	0	0	0	0	0	0	921.6	1219.2	758.4	880	1001.6	902.4	774.4	758.4
87	0	0	0	0	0	0	1017.6	1107.2	1059.2	662.4	1033.6	1075.2	828.8	896
88	0	0	0	0	0	0	848	966.4	806.4	947.2	918.4	816	998.4	928
89	0	0	0	0	0	0	956.8	1094.4	864	1097.6	1244.8	976	828.8	915.2
msg="Invalid WifiPhy state.", file=../src/wifi/model/wifi-phy-state-helper.cc, line=410
terminate called without an active exception
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=15e6', '--ratio=0.375', '--RngRun=27', '--locationFile=locationtxt/locationFile222.txt', '--routingFile=locationtxt/routingFile222.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGIOT. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
