Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (1.026s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14
60	15.8	12.6	15.4	19.4	15.6	12	12.6	13.4	13.8	16.6	14	13.4	14.4	13.8
61	0	0	0	0	0	0	928	1059.2	816	889.6	1340.8	512	1142.4	1056
62	0	0	0	0	0	0	729.6	905.6	553.6	710.4	899.2	755.2	1020.8	675.2
63	0	0	0	0	0	0	812.8	793.6	800	764.8	537.6	659.2	662.4	934.4
64	0	0	0	0	0	0	569.6	736	697.6	668.8	739.2	780.8	745.6	780.8
65	0	0	0	0	0	0	700.8	652.8	649.6	944	544	697.6	768	656
66	0	0	0	0	0	0	857.6	595.2	803.2	534.4	684.8	832	572.8	636.8
67	0	0	0	0	0	0	774.4	524.8	720	787.2	800	832	912	691.2
68	0	0	0	0	0	0	736	924.8	486.4	540.8	595.2	550.4	793.6	662.4
69	0	0	0	0	0	0	678.4	512	704	755.2	729.6	707.2	777.6	816
70	0	0	0	0	0	0	691.2	688	537.6	812.8	560	537.6	812.8	736
71	0	0	0	0	0	0	614.4	691.2	540.8	720	672	688	768	809.6
72	0	0	0	0	0	0	716.8	630.4	691.2	521.6	665.6	720	688	774.4
73	0	0	0	0	0	0	668.8	675.2	528	646.4	723.2	483.2	633.6	716.8
74	0	0	0	0	0	0	585.6	921.6	736	678.4	851.2	560	748.8	665.6
75	0	0	0	0	0	0	665.6	777.6	713.6	419.2	684.8	585.6	636.8	528
76	0	0	0	0	0	0	880	681.6	556.8	857.6	777.6	675.2	659.2	784
77	0	0	0	0	0	0	752	796.8	588.8	620.8	393.6	688	739.2	518.4
78	0	0	0	0	0	0	876.8	662.4	588.8	748.8	630.4	435.2	790.4	576
79	0	0	0	0	0	0	697.6	620.8	864	640	768	627.2	700.8	713.6
80	0	0	0	0	0	0	899.2	742.4	598.4	713.6	534.4	624	816	649.6
81	0	0	0	0	0	0	720	764.8	508.8	752	784	720	748.8	601.6
82	0	0	0	0	0	0	742.4	556.8	572.8	678.4	579.2	556.8	662.4	630.4
83	0	0	0	0	0	0	726.4	576	736	681.6	464	787.2	764.8	585.6
84	0	0	0	0	0	0	729.6	492.8	608	604.8	608	764.8	556.8	576
85	0	0	0	0	0	0	832	716.8	720	726.4	540.8	492.8	723.2	592
86	0	0	0	0	0	0	630.4	640	854.4	825.6	729.6	681.6	707.2	649.6
87	0	0	0	0	0	0	704	713.6	886.4	729.6	467.2	688	748.8	592
msg="Invalid WifiPhy state.", file=../src/wifi/model/wifi-phy-state-helper.cc, line=410
terminate called without an active exception
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=35e6', '--ratio=0.375', '--RngRun=15', '--locationFile=locationtxt/locationFile222.txt', '--routingFile=locationtxt/routingFile222.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGIOT. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
