Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.783s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14
60	12.2	14.6	15.2	14.8	18	11.8	13	14.8	13.2	14.4	13	16.4	16.6	16.8
61	0	0	0	0	0	0	684.8	1209.6	736	864	662.4	752	672	921.6
62	0	0	0	0	0	0	547.2	694.4	598.4	643.2	582.4	816	441.6	556.8
63	0	0	0	0	0	0	576	617.6	400	569.6	566.4	659.2	528	540.8
64	0	0	0	0	0	0	393.6	636.8	566.4	576	486.4	432	544	649.6
65	0	0	0	0	0	0	659.2	518.4	560	569.6	675.2	588.8	441.6	745.6
66	0	0	0	0	0	0	588.8	732.8	262.4	611.2	550.4	566.4	457.6	467.2
67	0	0	0	0	0	0	563.2	451.2	464	636.8	483.2	537.6	588.8	611.2
68	0	0	0	0	0	0	659.2	582.4	563.2	604.8	563.2	608	428.8	544
69	0	0	0	0	0	0	550.4	569.6	419.2	524.8	742.4	563.2	505.6	713.6
70	0	0	0	0	0	0	627.2	428.8	547.2	604.8	707.2	704	617.6	454.4
71	0	0	0	0	0	0	649.6	425.6	505.6	620.8	579.2	364.8	617.6	460.8
72	0	0	0	0	0	0	470.4	704	560	505.6	633.6	620.8	419.2	528
73	0	0	0	0	0	0	697.6	668.8	441.6	572.8	540.8	432	697.6	508.8
74	0	0	0	0	0	0	569.6	521.6	675.2	454.4	662.4	390.4	553.6	764.8
75	0	0	0	0	0	0	665.6	569.6	540.8	515.2	668.8	691.2	604.8	592
76	0	0	0	0	0	0	662.4	467.2	537.6	652.8	752	688	454.4	566.4
77	0	0	0	0	0	0	505.6	630.4	595.2	544	534.4	428.8	636.8	528
78	0	0	0	0	0	0	547.2	643.2	544	464	377.6	572.8	598.4	588.8
79	0	0	0	0	0	0	556.8	528	556.8	454.4	553.6	502.4	480	569.6
80	0	0	0	0	0	0	694.4	428.8	454.4	723.2	604.8	624	576	582.4
81	0	0	0	0	0	0	448	534.4	409.6	505.6	492.8	496	566.4	380.8
82	0	0	0	0	0	0	614.4	576	601.6	598.4	636.8	604.8	371.2	678.4
83	0	0	0	0	0	0	547.2	630.4	473.6	563.2	582.4	611.2	620.8	582.4
84	0	0	0	0	0	0	515.2	659.2	345.6	457.6	556.8	608	646.4	614.4
85	0	0	0	0	0	0	592	547.2	502.4	598.4	451.2	489.6	412.8	537.6
86	0	0	0	0	0	0	707.2	428.8	646.4	720	486.4	534.4	534.4	515.2
87	0	0	0	0	0	0	515.2	585.6	732.8	592	544	646.4	608	492.8
88	0	0	0	0	0	0	518.4	611.2	595.2	467.2	454.4	457.6	604.8	585.6
89	0	0	0	0	0	0	384	438.4	435.2	617.6	566.4	550.4	611.2	608
90	0	0	0	0	0	0	515.2	553.6	566.4	508.8	649.6	483.2	720	611.2
avg	0	0	0	0	0	0	574.187	586.453	527.893	578.027	578.24	567.467	552	583.36
delay	0.295082	0.30137	0.934211	0.824324	0.755556	0.711864	586.947	596.778	535.411	592.246	580.075	536.801	577.231	571.33
loss	0	0	0	0	0	0	0.647441	0.646726	0.327075	0.656631	0.868179	0.32435	0.861298	0.860679
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=40e6', '--ratio=0.375', '--RngRun=40', '--locationFile=locationtxt/locationFile222.txt', '--routingFile=locationtxt/routingFile222.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
