Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.740s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14
60	18.4	14.4	16.2	14.8	16.2	12.2	16.4	16.6	14.8	13.4	13.8	13.4	16	14.6
61	0	0	0	0	0	0	1001.6	1011.2	1532.8	787.2	700.8	966.4	665.6	854.4
62	0	0	0	0	0	0	889.6	684.8	860.8	553.6	886.4	892.8	870.4	659.2
63	0	0	0	0	0	0	716.8	700.8	736	806.4	764.8	784	617.6	582.4
64	0	0	0	0	0	0	803.2	736	1155.2	697.6	838.4	720	796.8	614.4
65	0	0	0	0	0	0	777.6	681.6	825.6	598.4	889.6	534.4	752	512
66	0	0	0	0	0	0	713.6	726.4	601.6	844.8	921.6	707.2	700.8	643.2
67	0	0	0	0	0	0	620.8	662.4	582.4	764.8	620.8	755.2	569.6	704
68	0	0	0	0	0	0	505.6	806.4	745.6	742.4	624	576	524.8	784
69	0	0	0	0	0	0	816	726.4	902.4	406.4	649.6	886.4	665.6	604.8
