Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.642s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14
60	14.8	13.2	13.6	13.6	15	12	14	16.4	16	13.4	17	14.2	12.4	13.6
61	0	0	0	0	0	0	550.4	723.2	508.8	819.2	768	611.2	521.6	393.6
62	0	0	0	0	0	0	796.8	614.4	691.2	614.4	636.8	643.2	608	784
63	0	0	0	0	0	0	707.2	704	508.8	688	547.2	652.8	704	556.8
64	0	0	0	0	0	0	604.8	483.2	518.4	755.2	707.2	515.2	700.8	768
65	0	0	0	0	0	0	588.8	576	867.2	742.4	713.6	640	483.2	803.2
66	0	0	0	0	0	0	697.6	572.8	524.8	761.6	748.8	476.8	656	560
67	0	0	0	0	0	0	816	870.4	704	768	524.8	835.2	636.8	611.2
68	0	0	0	0	0	0	681.6	652.8	646.4	537.6	656	518.4	505.6	576
69	0	0	0	0	0	0	617.6	448	646.4	758.4	460.8	659.2	617.6	627.2
70	0	0	0	0	0	0	492.8	617.6	723.2	752	649.6	489.6	662.4	508.8
71	0	0	0	0	0	0	700.8	540.8	560	563.2	528	512	659.2	627.2
72	0	0	0	0	0	0	812.8	572.8	604.8	624	502.4	540.8	732.8	640
73	0	0	0	0	0	0	537.6	617.6	828.8	812.8	524.8	521.6	563.2	556.8
74	0	0	0	0	0	0	489.6	742.4	665.6	675.2	492.8	675.2	540.8	662.4
75	0	0	0	0	0	0	841.6	675.2	704	739.2	640	601.6	492.8	819.2
76	0	0	0	0	0	0	732.8	601.6	512	534.4	646.4	534.4	704	636.8
77	0	0	0	0	0	0	585.6	691.2	585.6	758.4	636.8	563.2	579.2	652.8
78	0	0	0	0	0	0	630.4	432	553.6	608	553.6	681.6	438.4	739.2
79	0	0	0	0	0	0	502.4	857.6	435.2	774.4	611.2	636.8	732.8	560
80	0	0	0	0	0	0	550.4	534.4	755.2	614.4	627.2	592	710.4	675.2
81	0	0	0	0	0	0	649.6	512	630.4	787.2	694.4	563.2	681.6	480
82	0	0	0	0	0	0	684.8	854.4	710.4	665.6	569.6	521.6	704	812.8
83	0	0	0	0	0	0	444.8	764.8	752	652.8	790.4	403.2	633.6	614.4
84	0	0	0	0	0	0	908.8	659.2	665.6	889.6	643.2	787.2	371.2	614.4
85	0	0	0	0	0	0	515.2	809.6	659.2	422.4	524.8	496	672	739.2
86	0	0	0	0	0	0	784	560	745.6	614.4	608	640	748.8	844.8
87	0	0	0	0	0	0	684.8	697.6	262.4	828.8	681.6	713.6	713.6	553.6
88	0	0	0	0	0	0	553.6	515.2	672	566.4	579.2	723.2	684.8	678.4
89	0	0	0	0	0	0	710.4	563.2	556.8	624	694.4	656	588.8	736
90	0	0	0	0	0	0	556.8	713.6	508.8	681.6	707.2	438.4	598.4	684.8
avg	0	0	0	0	0	0	647.68	639.253	623.573	687.787	622.293	594.773	621.547	650.56
delay	0.243243	0.287879	0.676471	0.911765	0.706667	0.783333	5.17869	5.05263	5.38418	5.21038	5.52273	5.57222	5.0598	7.82812
loss	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=10e6', '--ratio=0.375', '--RngRun=22', '--locationFile=locationtxt/locationFile222.txt', '--routingFile=locationtxt/routingFile222.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
