Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.507s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3
60	11.8	12.8	16.8	13
61	6360	6352	6352	6352
62	6384	6400	6400	6384
63	6376	6376	6376	6376
64	6384	6376	6368	6376
65	6376	6384	6368	6376
66	6376	6360	6384	6384
67	6376	6376	6376	6376
68	6376	6376	6376	6376
69	6384	6384	6384	6384
70	6392	6392	6392	6392
71	6384	6400	6400	6384
72	6392	6376	6376	6392
73	6368	6384	6360	6360
74	6376	6376	6400	6384
75	6400	6400	6376	6392
76	6376	6376	6400	6384
77	6392	6376	6376	6392
78	6368	6384	6384	6368
79	6392	6376	6376	6392
80	6376	6376	6376	6376
81	6368	6384	6384	6368
82	6376	6360	6360	6376
83	6384	6392	6384	6376
84	6376	6384	6392	6384
85	6376	6360	6360	6376
86	6384	6392	6384	6376
87	6368	6360	6368	6376
88	6392	6400	6392	6384
89	6376	6376	6376	6376
90	6376	6368	6376	6384
91	6376	6376	6376	6376
92	6376	6376	6376	6376
93	6368	6384	6384	6368
94	6376	6376	6376	6376
95	6376	6360	6360	6376
96	6376	6376	6376	6376
97	6384	6384	6384	6384
98	6392	6392	6392	6392
99	6368	6384	6384	6368
100	6376	6376	6376	6376
101	6376	6360	6360	6376
102	6376	6376	6376	6376
103	6384	6400	6400	6384
104	6400	6400	6376	6392
105	6360	6360	6384	6368
106	6384	6376	6368	6376
107	6376	6376	6376	6376
108	6376	6384	6392	6384
109	6392	6376	6376	6392
110	6376	6376	6376	6376
111	6368	6368	6368	6368
112	6360	6376	6376	6360
113	6376	6360	6360	6376
114	6368	6376	6368	6360
115	6376	6384	6368	6376
116	6376	6360	6384	6384
117	6392	6392	6392	6392
118	6368	6384	6384	6368
119	6384	6376	6368	6376
120	6384	6376	6384	6392
avg	6378.4	6378.27	6378.27	6378.27
delay	571.561	571.109	571.048	572.198
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma', '--ofdmaEnabled=true', '--clNum=4', '--startTime=60', '--totalTime=120', '--dataMode=HeMcs7', '--datarate=9e6', '--RngRun=121'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
