Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (1.076s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12
60	17.2	15.2	15.4	16	16.8	15.4	16.4	14.6	12.6	13	16.6	12.2
61	547.2	787.2	729.6	588.8	620.8	611.2	697.6	384	745.6	617.6	579.2	531.2
62	595.2	582.4	716.8	649.6	608	723.2	697.6	748.8	534.4	448	608	742.4
63	684.8	374.4	563.2	620.8	585.6	585.6	400	518.4	540.8	976	448	608
64	304	451.2	595.2	540.8	732.8	563.2	739.2	505.6	579.2	652.8	332.8	368
65	553.6	771.2	822.4	464	435.2	531.2	505.6	739.2	480	396.8	604.8	892.8
66	563.2	694.4	534.4	742.4	435.2	528	451.2	409.6	380.8	524.8	377.6	454.4
67	540.8	560	592	409.6	428.8	441.6	822.4	662.4	364.8	512	483.2	585.6
68	540.8	665.6	611.2	585.6	604.8	307.2	387.2	617.6	636.8	713.6	732.8	633.6
69	588.8	489.6	787.2	713.6	672	617.6	345.6	496	566.4	531.2	732.8	384
70	492.8	483.2	396.8	499.2	566.4	553.6	700.8	867.2	403.2	448	454.4	393.6
71	496	758.4	649.6	521.6	448	508.8	441.6	566.4	828.8	838.4	524.8	537.6
72	595.2	582.4	416	499.2	662.4	438.4	403.2	432	528	563.2	656	531.2
73	582.4	588.8	435.2	460.8	672	425.6	822.4	604.8	710.4	249.6	547.2	412.8
74	563.2	569.6	486.4	643.2	675.2	486.4	518.4	675.2	332.8	374.4	537.6	515.2
75	579.2	569.6	672	460.8	572.8	454.4	585.6	662.4	892.8	889.6	652.8	483.2
76	425.6	428.8	473.6	793.6	515.2	486.4	768	569.6	528	457.6	345.6	851.2
77	566.4	566.4	624	528	515.2	556.8	672	534.4	396.8	544	592	560
78	496	355.2	576	422.4	572.8	243.2	531.2	899.2	592	860.8	508.8	505.6
79	780.8	774.4	508.8	444.8	563.2	819.2	435.2	387.2	611.2	345.6	448	595.2
80	313.6	720	601.6	240	716.8	400	630.4	681.6	864	665.6	518.4	614.4
81	515.2	736	720	662.4	547.2	470.4	652.8	336	336	550.4	528	707.2
82	521.6	700.8	752	569.6	624	521.6	563.2	435.2	608	633.6	502.4	566.4
83	611.2	662.4	400	809.6	374.4	419.2	531.2	643.2	710.4	592	553.6	409.6
84	563.2	284.8	608	483.2	899.2	604.8	512	726.4	396.8	531.2	505.6	579.2
85	412.8	512	582.4	422.4	572.8	649.6	352	822.4	499.2	329.6	572.8	480
86	611.2	470.4	534.4	627.2	441.6	499.2	912	691.2	601.6	489.6	480	412.8
87	537.6	428.8	486.4	633.6	499.2	470.4	656	521.6	368	732.8	291.2	480
msg="Invalid WifiPhy state.", file=../src/wifi/model/wifi-phy-state-helper.cc, line=410
terminate called without an active exception
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=20e6', '--ratio=0.375', '--RngRun=15', '--locationFile=locationtxt/locationFile42d.txt', '--routingFile=locationtxt/routingFile42.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGIOT. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
