Waf: Entering directory `/home/jw27/ns-3.30-obss/build'
Waf: Leaving directory `/home/jw27/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.421s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4
60	13	14.6	16	20
61	569.92	445.44	604.16	504.64
62	407.28	544.16	595.44	444.88
63	574.88	489.52	396	455.6
64	397.44	475.28	495.04	570.88
65	467.52	431.04	598.72	552.24
66	380.72	446.16	599.12	502
67	607.84	501.04	610.4	461.04
68	480.08	500.56	557.36	448.56
69	439.2	478.96	629.04	312.48
70	584	504.24	381.04	533.84
71	480.72	527.6	514.16	485.36
72	544.96	565.36	389.76	497.28
73	392.64	526.16	600.56	460.32
74	435.84	496.08	405.36	501.52
75	408.32	485.28	560.96	548.32
76	598.64	350.08	505.52	477.2
77	356.16	357.2	588.64	396.24
78	478.32	385.28	613.44	470.24
79	659.6	317.44	605.12	473.2
80	413.28	598.96	651.44	568.48
81	428.16	425.52	368.48	523.6
82	553.12	515.36	567.12	600.56
83	671.6	678.48	586	451.92
84	387.04	565.36	569.44	470.16
85	711.2	366.4	450.56	573.76
86	492.8	467.92	538.32	641.76
87	530.96	353.92	473.2	441.12
88	422.4	498.64	586	459.92
89	389.52	380.56	518.56	705.36
90	526.4	404.72	473.04	461.44
91	523.04	462.24	371.44	478.8
92	638	449.36	472.48	390
93	528.48	604	489.6	437.6
94	611.44	525.28	546.96	400
95	495.28	554.88	505.68	483.76
96	485.44	522.64	583.28	447.92
97	587.44	579.28	508.48	414.72
98	258.16	554.64	496.08	445.92
99	654.8	587.44	456.16	623.12
100	466.96	359.6	354.16	356.96
101	467.92	553.52	439.84	335.52
102	504.48	500.8	586.88	618.8
103	478.88	665.68	511.6	351.84
104	445.84	396	577.92	543.04
105	377.84	500.16	595.92	350.64
106	570.56	470.64	423.76	504.64
107	551.68	525.84	418.48	400.8
108	441.12	574.08	414.4	617.84
109	414.08	570.56	518.08	449.76
110	513.68	503.44	518.88	420.4
111	463.52	418.8	580.96	483.6
112	573.6	380.72	527.92	559.68
113	639.68	542.56	403.36	412.08
114	679.2	472.72	378.08	427.52
115	478.56	564.88	472.56	531.28
116	484	526.24	468.24	459.84
117	555.04	544.64	554.08	537.04
118	420.64	583.12	549.12	509.2
119	538.64	387.68	453.28	393.12
120	529.84	636.8	428.56	479.28
(1,0)	(2,20430)	(3,0)	(4,42544)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
avg	502.807	493.349	510.637	480.977
delay	6.14591	5.78703	6.34249	6.1572
loss	0	0	0	0
Command ['/home/jw27/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile4.txt', '--routingFile=locationtxt/routingFile4.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs4', '--datarate=10e5', '--packetSize=1e2', '--tcp=0', '--RngRun=5'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
