Waf: Entering directory `/home/synrg/Documents/Jiaming/ns-3.30-obss/build'
Waf: Leaving directory `/home/synrg/Documents/Jiaming/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.465s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18	cl-19	cl-20
60	15	12.6	15.6	15.2	15.8	15.4	13.2	13.6	14.2	13.4	16.6	11.4	17	13.8	16.6	14.2	16	13.8	14.8	15
61	440	440	440	440	440	440	440	440	440	440	440	432	440	432	432	432	432	432	432	432
62	440	440	440	440	440	440	440	432	440	440	440	448	440	448	448	448	448	448	448	440
63	448	448	448	448	448	448	448	448	448	440	440	440	440	440	440	440	440	440	440	448
64	448	448	448	448	440	440	440	448	440	448	448	448	448	448	448	448	448	448	448	448
65	448	432	432	432	440	440	440	448	448	448	448	448	448	448	448	448	448	448	448	440
66	432	448	448	448	448	448	448	440	440	448	448	448	448	448	448	448	440	432	432	440
67	448	448	448	448	448	448	448	440	448	448	448	424	424	424	432	432	440	448	448	448
68	448	448	448	448	448	448	448	448	440	424	424	448	448	448	440	440	440	440	440	440
69	448	448	448	448	448	448	448	432	440	448	448	448	448	448	448	448	448	448	448	448
70	440	448	448	448	432	424	424	448	448	448	448	448	448	448	448	448	448	448	448	448
71	448	432	424	424	440	448	448	440	440	448	448	448	448	448	448	448	448	448	440	432
72	432	440	448	448	448	448	448	448	448	440	440	440	440	440	448	448	448	440	432	440
73	448	448	448	448	448	448	448	448	448	448	448	448	448	448	440	424	424	432	448	448
74	440	448	448	448	448	448	424	432	448	448	448	440	432	432	432	448	448	448	448	448
75	448	448	448	448	448	424	448	448	432	432	432	440	448	448	448	448	448	448	448	448
76	448	440	440	440	440	448	448	440	440	448	448	448	448	448	448	448	448	448	448	448
77	448	448	448	448	448	448	448	448	448	440	440	440	440	440	448	448	448	448	448	448
78	440	432	432	432	432	448	448	448	448	448	448	448	448	448	448	448	448	448	440	424
79	456	464	456	448	448	448	448	448	448	448	448	448	448	448	440	440	440	440	448	464
80	440	448	456	440	440	440	440	448	448	448	448	448	448	448	448	448	448	448	448	448
81	432	424	424	448	448	448	448	448	448	448	448	448	448	448	448	448	448	432	432	432
82	448	448	448	448	448	448	448	440	440	448	448	448	448	448	448	432	432	448	448	448
83	448	448	448	448	448	448	448	448	448	440	440	440	440	440	448	464	464	448	440	440
84	448	448	448	448	448	432	432	416	448	448	448	448	448	448	440	424	424	440	448	448
85	440	448	448	448	448	464	456	456	432	432	432	432	432	432	432	448	448	448	448	448
86	448	448	448	440	424	424	432	448	448	448	448	448	448	448	448	448	448	448	448	448
