Waf: Entering directory `/home/synrg/Documents/Jiaming/ns-3.30/build'
Waf: Leaving directory `/home/synrg/Documents/Jiaming/ns-3.30/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.592s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18	cl-19	cl-20
60	15.2	13.2	14.4	15.6	14.2	12.4	15.4	13	15.6	13.2	17	15.6	14	14.2	15.4	16.6	12.4	10.8	17.4	10.8
61	288	272	248	256	224	168	128	128	136	112	96	104	128	80	64	80	128	96	64	72
62	168	184	296	312	208	88	104	80	104	120	168	96	168	136	168	112	104	72	112	96
63	144	192	264	256	232	184	176	112	128	72	128	80	104	88	152	168	208	136	104	80
64	224	160	208	224	232	200	144	112	184	176	112	96	112	88	120	128	112	184	144	136
65	248	184	192	200	232	160	96	64	120	112	112	176	56	136	128	88	136	64	64	120
66	192	192	248	192	184	104	96	144	168	136	160	144	104	136	112	128	144	152	72	96
67	160	232	272	320	192	32	112	112	104	104	168	144	120	96	80	112	96	128	64	88
68	152	200	184	264	192	96	88	128	136	120	128	104	112	88	56	96	184	88	112	96
69	152	232	192	208	160	120	88	80	72	88	64	128	120	120	136	160	104	128	168	96
70	168	192	184	232	192	128	112	56	136	112	128	144	128	104	120	128	128	96	72	88
71	184	136	192	184	184	80	56	64	64	64	88	88	64	72	72	64	144	88	120	104
72	152	120	208	136	96	152	152	96	168	88	104	136	144	96	96	112	120	112	144	152
73	152	128	176	184	96	80	56	136	120	104	96	104	120	128	40	128	128	120	112	104
74	192	136	168	112	144	48	64	56	104	56	128	128	112	56	96	168	80	16	152	80
75	144	136	184	160	224	112	120	56	128	88	184	112	120	88	152	128	104	128	120	128
76	184	160	112	176	152	24	72	56	144	80	80	136	120	128	112	144	112	176	136	168
77	160	192	152	120	152	88	144	96	128	120	104	40	160	88	128	32	104	120	128	120
78	240	200	248	136	168	56	144	80	120	88	104	96	80	96	112	128	168	80	136	96
79	168	200	136	128	104	128	112	144	160	136	112	72	136	216	112	112	128	152	88	136
80	248	232	200	192	184	88	128	56	152	104	56	72	120	160	120	120	144	120	152	152
81	168	128	136	144	112	40	96	72	168	104	128	136	104	184	216	104	96	160	112	104
82	128	184	168	168	152	88	64	32	112	104	32	40	104	112	32	152	120	128	128	80
83	168	192	160	208	64	48	96	96	104	88	96	160	104	120	88	136	104	104	144	96
84	168	136	168	224	152	96	120	80	144	120	104	48	128	112	96	176	96	96	168	72
85	184	112	208	216	120	56	64	40	104	128	136	144	80	96	136	104	112	80	168	152
86	160	200	160	176	104	72	120	40	144	96	128	136	88	168	104	152	64	56	120	112
87	144	184	200	208	128	80	88	112	112	208	80	112	104	104	104	88	120	64	128	56
88	128	176	248	96	176	128	80	128	160	88	184	80	104	176	128	136	80	80	120	112
89	128	96	176	176	168	64	120	112	136	160	176	104	104	88	144	80	104	24	160	80
90	168	192	168	192	216	64	176	48	96	112	152	96	160	136	80	112	104	104	120	64
91	72	152	144	152	208	112	112	96	88	112	176	96	104	120	128	160	72	120	96	88
92	216	208	176	96	232	80	104	120	104	48	128	96	192	168	120	152	112	144	160	112
93	152	176	200	192	208	128	144	32	80	160	96	120	56	48	80	120	96	128	104	176
94	160	200	144	192	120	48	48	80	64	136	120	64	56	80	88	88	88	96	112	88
95	176	160	128	104	208	160	88	152	72	96	40	128	176	136	144	72	104	80	120	160
96	96	272	176	232	160	128	64	48	80	152	96	112	64	48	144	128	72	104	96	88
97	176	120	160	192	80	56	136	144	80	128	152	112	136	48	136	160	112	144	152	192
98	160	184	192	152	136	88	112	72	128	104	72	112	72	104	128	96	80	152	144	144
99	176	200	184	128	136	104	120	24	112	152	80	112	80	144	144	48	128	120	112	96
100	168	216	136	104	136	136	88	120	152	88	120	120	144	128	56	128	104	104	96	120
101	192	136	88	80	128	88	104	48	80	72	72	96	88	120	152	88	136	144	88	104
102	200	184	144	192	152	112	72	24	96	120	104	152	72	96	112	136	80	104	96	112
103	184	136	144	216	80	56	32	40	112	144	72	96	80	104	112	128	192	64	152	128
104	128	200	192	248	160	80	80	64	128	152	64	120	80	88	128	64	64	88	64	128
105	152	224	72	216	176	72	152	72	72	96	112	88	48	80	96	160	104	88	160	64
106	176	232	176	248	128	112	144	24	120	104	72	96	88	80	120	80	120	112	80	72
107	136	176	192	200	104	80	64	88	48	88	120	104	144	120	112	80	104	136	88	80
108	168	136	152	112	144	112	64	64	96	80	72	112	128	128	144	112	136	96	88	144
109	112	136	224	144	160	96	112	24	120	152	64	120	88	128	184	128	144	88	56	152
110	152	216	136	152	104	56	72	48	80	80	128	136	104	112	136	136	96	128	56	56
111	152	176	192	216	152	104	88	48	112	144	112	96	136	80	112	128	72	120	96	128
112	160	160	184	168	96	72	96	80	56	112	72	64	136	104	176	80	176	128	80	88
113	136	136	200	168	192	80	80	56	104	112	112	120	104	88	128	120	64	192	168	80
114	168	176	160	160	176	80	72	56	104	112	112	144	112	88	136	128	120	128	160	128
115	176	112	176	176	152	64	136	72	128	192	120	112	96	88	104	160	48	80	112	144
116	152	240	232	224	160	88	144	96	152	144	88	88	168	88	160	120	88	88	88	112
117	224	96	136	168	128	104	88	88	120	144	120	144	80	104	48	120	80	192	160	128
