Dst	Src	HeMcs	Txlevel	Num	isObss
4 	  3	  4	  9	  9	  0
3 	  4	  4	  9	  8992	  0
3 	  2	  4	  9	  10	  0
2 	  3	  4	  9	  7393	  0
2 	  1	  4	  9	  10	  0
1 	  2	  4	  9	  3022	  0
12 	  11	  4	  9	  10	  0
11 	  12	  4	  9	  4791	  0
11 	  10	  4	  9	  10	  0
10 	  11	  4	  9	  3262	  0
10 	  9	  4	  9	  9	  0
9 	  10	  4	  9	  7152	  0
16 	  15	  4	  9	  9	  0
15 	  16	  4	  9	  8648	  0
15 	  14	  4	  9	  10	  0
14 	  15	  4	  9	  6729	  0
14 	  13	  4	  9	  34	  0
13 	  14	  4	  9	  3849	  0
8 	  7	  4	  9	  9	  0
7 	  8	  4	  9	  4217	  0
7 	  6	  4	  9	  9	  0
6 	  7	  4	  9	  3368	  0
6 	  5	  4	  9	  9	  0
5 	  6	  4	  9	  5898	  0
11 	  12	  4	  10	  79	  1
1 	  2	  4	  10	  12	  1
3 	  4	  4	  10	  86	  1
9 	  10	  4	  10	  9	  1
15 	  16	  4	  10	  61	  1
10 	  11	  4	  10	  33	  1
7 	  8	  4	  10	  28	  1
2 	  3	  4	  10	  101	  1
6 	  7	  4	  10	  32	  1
14 	  15	  4	  10	  79	  1
13 	  14	  4	  10	  20	  1

 TotalTx Number= 68000

 TotalReset Number= 4105
