Dst	Src	HeMcs	Txlevel	Num	isObss
12 	  11	  4	  9	  10	  0
11 	  12	  4	  9	  3999	  0
11 	  10	  4	  9	  9	  0
10 	  11	  4	  9	  2931	  0
10 	  9	  4	  9	  10	  0
9 	  10	  4	  9	  6357	  0
16 	  15	  4	  9	  9	  0
15 	  16	  4	  9	  9257	  0
15 	  14	  4	  9	  9	  0
14 	  15	  4	  9	  5712	  0
14 	  13	  4	  9	  9	  0
13 	  14	  4	  9	  5927	  0
4 	  3	  4	  9	  10	  0
3 	  4	  4	  9	  7597	  0
3 	  2	  4	  9	  9	  0
2 	  3	  4	  9	  6061	  0
2 	  1	  4	  9	  10	  0
1 	  2	  4	  9	  3515	  0
8 	  7	  4	  9	  10	  0
7 	  8	  4	  9	  4268	  0
7 	  6	  4	  9	  9	  0
6 	  7	  4	  9	  3534	  0
6 	  5	  4	  9	  9	  0
5 	  6	  4	  9	  6319	  0
3 	  4	  4	  10	  33	  1
11 	  12	  4	  10	  9	  1
2 	  3	  4	  10	  16	  1
15 	  16	  4	  10	  128	  1
13 	  14	  4	  10	  60	  1
7 	  8	  4	  10	  55	  1
6 	  7	  4	  10	  8	  1
3 	  4	  2	  10	  41	  1
2 	  3	  1	  4	  1	  1
14 	  15	  4	  10	  6	  1
9 	  10	  4	  10	  9	  1
7 	  8	  0	  10	  1	  1
10 	  11	  4	  10	  11	  1
1 	  2	  4	  10	  8	  1
5 	  6	  4	  10	  23	  1

 TotalTx Number= 66000

 TotalReset Number= 3320
