Dst	Src	HeMcs	Txlevel	Num	isObss
6 	  5	  4	  9	  10	  0
5 	  6	  4	  9	  7068	  0
5 	  4	  4	  9	  9	  0
4 	  5	  4	  9	  5193	  0
3 	  2	  4	  9	  9	  0
2 	  3	  4	  9	  16213	  0
2 	  1	  4	  9	  9	  0
1 	  2	  4	  9	  10062	  0
9 	  8	  4	  9	  10	  0
8 	  9	  4	  9	  13049	  0
8 	  7	  4	  9	  34	  0
7 	  8	  4	  9	  19745	  0
8 	  9	  4	  10	  73	  1
2 	  3	  4	  10	  140	  1
7 	  8	  4	  10	  81	  1
1 	  2	  4	  10	  59	  1
2 	  3	  1	  10	  4	  1
8 	  9	  2	  10	  182	  1
1 	  2	  2	  10	  49	  1

 TotalTx Number= 72000

 TotalReset Number= 2950
